Enforcement_ID,Licence_ID,Action_Type,Action_Date,Outcome
ENF_000046,SPSV_01282,SUSPENSION,2024-10-08,APPEALED
ENF_000047,SPSV_04103,WARNING,2025-04-06,COMPLIED
ENF_000048,SPSV_00159,SUSPENSION,2024-07-07,PENDING
ENF_000049,SPSV_03077,FINE,2022-03-07,PENDING
ENF_000050,SPSV_01578,WARNING,2022-07-01,APPEALED
ENF_000051,SPSV_02059,FINE,2025-12-22,COMPLIED
ENF_000052,SPSV_01299,WARNING,2025-08-23,COMPLIED
ENF_000053,SPSV_00016,SUSPENSION,2024-01-04,COMPLIED
ENF_000054,SPSV_00583,FINE,2022-06-06,PENDING
ENF_000055,SPSV_02744,WARNING,2022-07-27,PENDING
ENF_000056,SPSV_01734,EDUCATION/ADVISORY,2025-06-29,PENDING
ENF_000057,SPSV_03753,WARNING,2024-07-25,COMPLIED
ENF_000058,SPSV_00413,WARNING,2022-08-19,COMPLIED
ENF_000059,SPSV_03394,FINE,2024-05-22,APPEALED
ENF_000060,SPSV_00029,EDUCATION/ADVISORY,2022-08-09,NOT UPHELD
ENF_000061,SPSV_03526,WARNING,2023-03-04,APPEALED
ENF_000062,SPSV_01809,FINE,2024-09-01,APPEALED
ENF_000063,SPSV_04999,SUSPENSION,2025-03-29,COMPLIED
ENF_000064,SPSV_02631,WARNING,2023-11-06,COMPLIED
ENF_000065,SPSV_02172,SUSPENSION,2023-02-26,PENDING
ENF_000066,SPSV_02629,FINE,2023-05-12,PENDING
ENF_000067,SPSV_04783,FINE,2025-10-11,COMPLIED
ENF_000068,SPSV_03104,FINE,2025-12-14,COMPLIED
ENF_000069,SPSV_03770,WARNING,2022-02-23,COMPLIED
ENF_000070,SPSV_04617,WARNING,2025-02-18,COMPLIED
ENF_000071,SPSV_03496,WARNING,2023-01-06,PENDING
ENF_000072,SPSV_01245,FINE,2022-12-08,COMPLIED
ENF_000073,SPSV_03833,WARNING,2022-01-20,COMPLIED
ENF_000074,SPSV_03143,WARNING,2022-05-16,APPEALED
ENF_000075,SPSV_04768,FINE,2022-07-22,PENDING
ENF_000076,SPSV_03008,SUSPENSION,2023-04-15,COMPLIED
ENF_000077,SPSV_00473,FINE,2025-04-19,APPEALED
ENF_000078,SPSV_02071,FINE,2024-08-01,PENDING
ENF_000079,SPSV_03391,SUSPENSION,2024-02-21,PENDING
ENF_000080,SPSV_02571,WARNING,2023-07-18,COMPLIED
ENF_000081,SPSV_02054,FINE,2022-10-29,COMPLIED
ENF_000082,SPSV_02784,WARNING,2024-08-13,COMPLIED
ENF_000083,SPSV_04959,SUSPENSION,2022-10-20,COMPLIED
ENF_000084,SPSV_00899,WARNING,2024-08-25,PENDING
ENF_000085,SPSV_00303,WARNING,2023-04-08,COMPLIED
ENF_000086,SPSV_02079,WARNING,2025-12-27,COMPLIED
ENF_000087,SPSV_00996,FINE,2023-12-20,COMPLIED
ENF_000088,SPSV_01791,WARNING,2025-01-21,COMPLIED
ENF_000089,SPSV_04364,FINE,2024-12-24,APPEALED
ENF_000090,SPSV_02105,SUSPENSION,2022-10-28,COMPLIED
ENF_000091,SPSV_00457,WARNING,2025-03-13,COMPLIED
ENF_000092,SPSV_01305,FINE,2022-08-12,APPEALED
ENF_000093,SPSV_01319,WARNING,2024-11-30,COMPLIED
ENF_000094,SPSV_01487,EDUCATION/ADVISORY,2025-05-26,COMPLIED
ENF_000095,SPSV_03076,SUSPENSION,2023-07-23,COMPLIED
ENF_000096,SPSV_04142,EDUCATION/ADVISORY,2022-05-23,COMPLIED
ENF_000097,SPSV_02485,WARNING,2022-10-21,COMPLIED
ENF_000098,SPSV_02709,FINE,2022-04-04,APPEALED
ENF_000099,SPSV_03438,FINE,2022-04-30,PENDING
ENF_000100,SPSV_01616,SUSPENSION,2025-04-03,COMPLIED
ENF_000101,SPSV_03662,WARNING,2022-02-28,COMPLIED
ENF_000102,SPSV_03472,WARNING,2025-01-15,COMPLIED
ENF_000103,SPSV_03353,SUSPENSION,2025-05-04,APPEALED
ENF_000104,SPSV_04765,WARNING,2025-09-23,COMPLIED
ENF_000105,SPSV_01233,FINE,2025-07-10,COMPLIED
ENF_000106,SPSV_04157,FINE,2023-03-13,COMPLIED
ENF_000107,SPSV_04908,WARNING,2023-01-26,COMPLIED
ENF_000108,SPSV_01824,WARNING,2023-11-03,PENDING
ENF_000109,SPSV_01206,FINE,2024-01-28,COMPLIED
ENF_000110,SPSV_02113,WARNING,2023-07-10,COMPLIED
ENF_000111,SPSV_04631,FINE,2022-08-04,COMPLIED
ENF_000112,SPSV_04581,WARNING,2024-01-02,PENDING
ENF_000113,SPSV_01459,FINE,2023-07-10,PENDING
ENF_000114,SPSV_02414,FINE,2025-10-25,COMPLIED
ENF_000115,SPSV_00325,FINE,2024-11-21,COMPLIED
ENF_000116,SPSV_03166,WARNING,2025-08-31,COMPLIED
ENF_000117,SPSV_02995,WARNING,2023-01-28,COMPLIED
ENF_000118,SPSV_00260,FINE,2025-02-06,PENDING
ENF_000119,SPSV_02657,WARNING,2022-09-19,COMPLIED
ENF_000120,SPSV_00030,WARNING,2023-03-13,APPEALED
ENF_000121,SPSV_04109,FINE,2025-08-07,APPEALED
ENF_000122,SPSV_00138,SUSPENSION,2024-05-25,COMPLIED
ENF_000123,SPSV_00859,FINE,2024-07-21,PENDING
ENF_000124,SPSV_03981,WARNING,2024-06-06,COMPLIED
ENF_000125,SPSV_01604,FINE,2023-04-30,PENDING
ENF_000126,SPSV_03243,FINE,2024-10-13,APPEALED
ENF_000127,SPSV_01629,FINE,2023-06-04,PENDING
ENF_000128,SPSV_03259,SUSPENSION,2023-07-06,APPEALED
ENF_000129,SPSV_01148,WARNING,2024-07-03,COMPLIED
ENF_000130,SPSV_00719,REVOCATION,2022-03-01,COMPLIED
ENF_000131,SPSV_00662,EDUCATION/ADVISORY,2024-07-05,PENDING
ENF_000132,SPSV_01246,SUSPENSION,2024-04-04,COMPLIED
ENF_000133,SPSV_03093,EDUCATION/ADVISORY,2025-05-31,COMPLIED
ENF_000134,SPSV_00375,FINE,2022-08-24,COMPLIED
ENF_000135,SPSV_03992,FINE,2025-04-23,APPEALED
ENF_000136,SPSV_02780,WARNING,2025-07-30,COMPLIED
ENF_000137,SPSV_02847,FINE,2025-10-12,COMPLIED
ENF_000138,SPSV_02886,EDUCATION/ADVISORY,2025-12-21,COMPLIED
ENF_000139,SPSV_04621,EDUCATION/ADVISORY,2022-12-16,PENDING
ENF_000140,SPSV_04115,FINE,2022-11-02,COMPLIED
ENF_000141,SPSV_01830,WARNING,2024-08-24,COMPLIED
ENF_000142,SPSV_02030,SUSPENSION,2023-01-05,COMPLIED
ENF_000143,SPSV_00914,SUSPENSION,2023-10-20,COMPLIED
ENF_000144,SPSV_01057,FINE,2022-09-05,COMPLIED
ENF_000145,SPSV_04357,SUSPENSION,2023-05-03,NOT UPHELD
ENF_000146,SPSV_02590,SUSPENSION,2023-02-14,COMPLIED
ENF_000147,SPSV_02317,FINE,2025-05-03,COMPLIED
ENF_000148,SPSV_01864,SUSPENSION,2022-02-06,COMPLIED
ENF_000149,SPSV_01703,EDUCATION/ADVISORY,2025-04-02,COMPLIED
ENF_000150,SPSV_03525,FINE,2022-08-19,COMPLIED
ENF_000151,SPSV_03576,FINE,2023-08-19,COMPLIED
ENF_000152,SPSV_00847,WARNING,2025-04-29,PENDING
ENF_000153,SPSV_04358,WARNING,2023-08-08,COMPLIED
ENF_000154,SPSV_03348,FINE,2023-01-02,COMPLIED
ENF_000155,SPSV_00367,WARNING,2023-09-21,COMPLIED
ENF_000156,SPSV_03287,WARNING,2025-05-17,COMPLIED
ENF_000157,SPSV_03232,WARNING,2025-08-01,APPEALED
ENF_000158,SPSV_03694,FINE,2022-08-02,COMPLIED
ENF_000159,SPSV_02727,WARNING,2024-11-04,COMPLIED
ENF_000160,SPSV_01653,WARNING,2024-11-18,COMPLIED
ENF_000161,SPSV_02200,FINE,2025-08-21,APPEALED
ENF_000162,SPSV_03960,EDUCATION/ADVISORY,2023-09-12,NOT UPHELD
ENF_000163,SPSV_03827,SUSPENSION,2023-03-05,COMPLIED
ENF_000164,SPSV_02674,FINE,2022-10-13,COMPLIED
ENF_000165,SPSV_04425,FINE,2025-04-29,NOT UPHELD
ENF_000166,SPSV_00219,WARNING,2023-12-17,NOT UPHELD
ENF_000167,SPSV_01960,SUSPENSION,2024-10-15,COMPLIED
ENF_000168,SPSV_04789,EDUCATION/ADVISORY,2024-04-16,PENDING
ENF_000169,SPSV_01596,SUSPENSION,2022-12-25,COMPLIED
ENF_000170,SPSV_01734,WARNING,2022-08-27,COMPLIED
ENF_000171,SPSV_02891,WARNING,2022-12-23,COMPLIED
ENF_000172,SPSV_03204,FINE,2024-06-14,PENDING
ENF_000173,SPSV_02598,FINE,2024-02-11,APPEALED
ENF_000174,SPSV_03360,EDUCATION/ADVISORY,2023-02-11,PENDING
ENF_000175,SPSV_01487,WARNING,2022-05-20,PENDING
ENF_000176,SPSV_04359,SUSPENSION,2025-11-18,COMPLIED
ENF_000177,SPSV_04611,WARNING,2025-02-07,APPEALED
ENF_000178,SPSV_00605,WARNING,2025-09-12,COMPLIED
ENF_000179,SPSV_00251,SUSPENSION,2024-01-01,PENDING
ENF_000180,SPSV_03526,FINE,2023-05-17,COMPLIED
ENF_000181,SPSV_03870,FINE,2022-12-25,APPEALED
ENF_000182,SPSV_03455,WARNING,2025-01-01,COMPLIED
ENF_000183,SPSV_03287,FINE,2025-07-17,COMPLIED
ENF_000184,SPSV_02318,FINE,2023-11-09,COMPLIED
ENF_000185,SPSV_03274,WARNING,2022-09-21,COMPLIED
ENF_000186,SPSV_03135,FINE,2024-06-19,APPEALED
ENF_000187,SPSV_04565,WARNING,2025-12-16,COMPLIED
ENF_000188,SPSV_01734,WARNING,2022-01-01,COMPLIED
ENF_000189,SPSV_01287,FINE,2022-10-28,COMPLIED
ENF_000190,SPSV_02750,REVOCATION,2025-11-26,APPEALED
ENF_000191,SPSV_03287,FINE,2025-01-20,COMPLIED
ENF_000192,SPSV_02846,FINE,2023-03-10,COMPLIED
ENF_000193,SPSV_04995,EDUCATION/ADVISORY,2025-02-21,COMPLIED
ENF_000194,SPSV_01021,SUSPENSION,2024-11-08,COMPLIED
ENF_000195,SPSV_00191,SUSPENSION,2023-10-19,COMPLIED
ENF_000196,SPSV_01239,EDUCATION/ADVISORY,2025-11-06,APPEALED
ENF_000197,SPSV_03928,FINE,2024-12-01,COMPLIED
ENF_000198,SPSV_00430,WARNING,2022-06-06,APPEALED
ENF_000199,SPSV_01692,WARNING,2023-05-15,COMPLIED
ENF_000200,SPSV_00049,FINE,2023-06-08,COMPLIED
ENF_000201,SPSV_04014,WARNING,2024-01-12,APPEALED
ENF_000202,SPSV_04369,SUSPENSION,2025-05-27,APPEALED
ENF_000203,SPSV_01509,WARNING,2025-07-21,COMPLIED
ENF_000204,SPSV_04089,FINE,2025-03-02,COMPLIED
ENF_000205,SPSV_00286,EDUCATION/ADVISORY,2025-04-19,COMPLIED
ENF_000206,SPSV_04922,FINE,2023-02-18,APPEALED
ENF_000207,SPSV_03013,FINE,2025-08-20,NOT UPHELD
ENF_000208,SPSV_03340,WARNING,2025-01-14,COMPLIED
ENF_000209,SPSV_02303,WARNING,2024-12-04,NOT UPHELD
ENF_000210,SPSV_03264,FINE,2024-08-18,COMPLIED
ENF_000211,SPSV_01671,WARNING,2024-07-09,APPEALED
ENF_000212,SPSV_03476,FINE,2024-06-09,COMPLIED
ENF_000213,SPSV_04179,EDUCATION/ADVISORY,2022-09-20,PENDING
ENF_000214,SPSV_02658,WARNING,2022-10-09,PENDING
ENF_000215,SPSV_01424,WARNING,2023-11-19,COMPLIED
ENF_000216,SPSV_00990,SUSPENSION,2022-06-23,APPEALED
ENF_000217,SPSV_00859,EDUCATION/ADVISORY,2025-10-01,COMPLIED
ENF_000218,SPSV_04877,WARNING,2024-10-26,COMPLIED
ENF_000219,SPSV_00447,FINE,2024-01-11,COMPLIED
ENF_000220,SPSV_03245,WARNING,2022-12-11,COMPLIED
ENF_000221,SPSV_04655,WARNING,2022-03-07,COMPLIED
ENF_000222,SPSV_00800,WARNING,2024-04-09,COMPLIED
ENF_000223,SPSV_00473,FINE,2024-01-21,COMPLIED
ENF_000224,SPSV_00464,FINE,2022-05-24,COMPLIED
ENF_000225,SPSV_03170,WARNING,2023-06-30,COMPLIED
ENF_000226,SPSV_04724,REVOCATION,2022-11-04,COMPLIED
ENF_000227,SPSV_01638,EDUCATION/ADVISORY,2024-10-18,COMPLIED
ENF_000228,SPSV_02383,WARNING,2022-10-15,COMPLIED
ENF_000229,SPSV_01019,WARNING,2024-08-10,COMPLIED
ENF_000230,SPSV_02487,WARNING,2025-06-23,PENDING
ENF_000231,SPSV_02517,FINE,2024-12-17,COMPLIED
ENF_000232,SPSV_02798,FINE,2025-08-20,COMPLIED
ENF_000233,SPSV_03859,WARNING,2022-09-26,COMPLIED
ENF_000234,SPSV_02488,WARNING,2024-08-19,COMPLIED
ENF_000235,SPSV_03075,FINE,2024-08-20,COMPLIED
ENF_000236,SPSV_00315,SUSPENSION,2024-09-07,APPEALED
ENF_000237,SPSV_04853,FINE,2025-06-06,COMPLIED
ENF_000238,SPSV_04582,FINE,2025-04-10,COMPLIED
ENF_000239,SPSV_03831,WARNING,2023-09-20,COMPLIED
ENF_000240,SPSV_01455,WARNING,2025-02-22,COMPLIED
ENF_000241,SPSV_00898,EDUCATION/ADVISORY,2023-10-29,NOT UPHELD
ENF_000242,SPSV_00270,WARNING,2023-09-23,COMPLIED
ENF_000243,SPSV_03570,WARNING,2024-12-13,APPEALED
ENF_000244,SPSV_00941,EDUCATION/ADVISORY,2024-12-02,COMPLIED
ENF_000245,SPSV_01586,WARNING,2023-02-11,COMPLIED
ENF_000246,SPSV_00154,FINE,2024-07-10,NOT UPHELD
ENF_000247,SPSV_00445,WARNING,2025-08-13,APPEALED
ENF_000248,SPSV_01908,EDUCATION/ADVISORY,2025-10-16,COMPLIED
ENF_000249,SPSV_01725,FINE,2023-10-12,COMPLIED
ENF_000250,SPSV_04371,WARNING,2022-12-07,COMPLIED
ENF_000251,SPSV_02895,SUSPENSION,2023-10-21,APPEALED
ENF_000252,SPSV_02186,WARNING,2024-02-19,PENDING
ENF_000253,SPSV_04022,SUSPENSION,2025-05-31,COMPLIED
ENF_000254,SPSV_03917,WARNING,2023-10-17,COMPLIED
ENF_000255,SPSV_03532,WARNING,2024-03-23,PENDING
ENF_000256,SPSV_00037,WARNING,2025-12-18,COMPLIED
ENF_000257,SPSV_04260,WARNING,2024-11-19,COMPLIED
ENF_000258,SPSV_02502,FINE,2023-09-02,COMPLIED
ENF_000259,SPSV_04307,FINE,2025-10-02,PENDING
ENF_000260,SPSV_01327,WARNING,2023-02-26,COMPLIED
ENF_000261,SPSV_00588,SUSPENSION,2022-10-04,COMPLIED
ENF_000262,SPSV_01801,SUSPENSION,2025-09-27,PENDING
ENF_000263,SPSV_04886,SUSPENSION,2023-05-28,APPEALED
ENF_000264,SPSV_02308,EDUCATION/ADVISORY,2023-03-05,PENDING
ENF_000265,SPSV_00514,EDUCATION/ADVISORY,2025-08-15,PENDING
ENF_000266,SPSV_04332,FINE,2024-12-02,COMPLIED
ENF_000267,SPSV_04567,WARNING,2024-06-22,APPEALED
ENF_000268,SPSV_03986,WARNING,2023-11-28,PENDING
ENF_000269,SPSV_04430,FINE,2023-12-21,PENDING
ENF_000270,SPSV_03188,FINE,2024-08-26,COMPLIED
ENF_000271,SPSV_04270,WARNING,2024-01-15,COMPLIED
ENF_000272,SPSV_01441,SUSPENSION,2024-03-09,COMPLIED
ENF_000273,SPSV_03383,FINE,2023-12-06,COMPLIED
ENF_000274,SPSV_00290,FINE,2024-11-08,COMPLIED
ENF_000275,SPSV_00872,SUSPENSION,2024-09-01,APPEALED
ENF_000276,SPSV_00430,WARNING,2024-07-03,COMPLIED
ENF_000277,SPSV_02270,WARNING,2023-02-21,COMPLIED
ENF_000278,SPSV_02416,WARNING,2023-07-05,COMPLIED
ENF_000279,SPSV_04696,EDUCATION/ADVISORY,2025-05-17,APPEALED
ENF_000280,SPSV_04037,WARNING,2024-07-09,APPEALED
ENF_000281,SPSV_03843,REVOCATION,2022-01-19,COMPLIED
ENF_000282,SPSV_02049,WARNING,2023-02-18,COMPLIED
ENF_000283,SPSV_02593,WARNING,2024-08-21,APPEALED
ENF_000284,SPSV_04720,FINE,2023-09-15,COMPLIED
ENF_000285,SPSV_00855,FINE,2025-10-05,COMPLIED
ENF_000286,SPSV_00871,FINE,2022-10-07,COMPLIED
ENF_000287,SPSV_00715,WARNING,2023-05-20,COMPLIED
ENF_000288,SPSV_01944,WARNING,2024-02-27,COMPLIED
ENF_000289,SPSV_00703,FINE,2022-08-07,COMPLIED
ENF_000290,SPSV_01357,WARNING,2025-06-04,COMPLIED
ENF_000291,SPSV_03479,SUSPENSION,2025-02-21,COMPLIED
ENF_000292,SPSV_01785,FINE,2023-09-09,COMPLIED
ENF_000293,SPSV_03044,WARNING,2022-06-11,COMPLIED
ENF_000294,SPSV_04075,SUSPENSION,2024-01-11,COMPLIED
ENF_000295,SPSV_00175,WARNING,2022-02-02,PENDING
ENF_000296,SPSV_04607,WARNING,2025-12-24,COMPLIED
ENF_000297,SPSV_01680,WARNING,2022-11-09,COMPLIED
ENF_000298,SPSV_01572,WARNING,2023-02-18,COMPLIED
ENF_000299,SPSV_04812,WARNING,2024-04-19,COMPLIED
ENF_000300,SPSV_03137,FINE,2022-05-04,COMPLIED
ENF_000301,SPSV_01074,WARNING,2024-11-09,APPEALED
ENF_000302,SPSV_01662,WARNING,2025-01-24,COMPLIED
ENF_000303,SPSV_02105,EDUCATION/ADVISORY,2022-07-26,COMPLIED
ENF_000304,SPSV_03667,FINE,2024-03-07,COMPLIED
ENF_000305,SPSV_02525,WARNING,2022-02-19,COMPLIED
ENF_000306,SPSV_03387,WARNING,2023-08-25,COMPLIED
ENF_000307,SPSV_04556,FINE,2024-08-23,COMPLIED
ENF_000308,SPSV_00535,FINE,2025-02-26,PENDING
ENF_000309,SPSV_01732,REVOCATION,2023-08-13,COMPLIED
ENF_000310,SPSV_03922,SUSPENSION,2022-05-26,COMPLIED
ENF_000311,SPSV_00417,WARNING,2024-04-23,APPEALED
ENF_000312,SPSV_04968,WARNING,2023-06-05,APPEALED
ENF_000313,SPSV_03835,WARNING,2024-06-29,PENDING
ENF_000314,SPSV_00511,WARNING,2022-12-30,APPEALED
ENF_000315,SPSV_04744,WARNING,2024-02-26,APPEALED
ENF_000316,SPSV_00454,EDUCATION/ADVISORY,2025-07-18,COMPLIED
ENF_000317,SPSV_02740,FINE,2023-09-03,COMPLIED
ENF_000318,SPSV_03931,FINE,2024-06-04,APPEALED
ENF_000319,SPSV_03520,FINE,2022-09-15,COMPLIED
ENF_000320,SPSV_04286,WARNING,2025-05-09,COMPLIED
ENF_000321,SPSV_02754,SUSPENSION,2025-04-09,COMPLIED
ENF_000322,SPSV_00645,WARNING,2023-08-06,COMPLIED
ENF_000323,SPSV_02337,SUSPENSION,2025-09-06,APPEALED
ENF_000324,SPSV_00729,FINE,2022-07-15,COMPLIED
ENF_000325,SPSV_04631,FINE,2023-11-12,PENDING
ENF_000326,SPSV_02516,WARNING,2024-12-29,COMPLIED
ENF_000327,SPSV_01257,REVOCATION,2024-03-23,COMPLIED
ENF_000328,SPSV_03525,FINE,2023-10-13,APPEALED
ENF_000329,SPSV_02417,WARNING,2025-03-10,APPEALED
ENF_000330,SPSV_00615,SUSPENSION,2022-10-20,COMPLIED
ENF_000331,SPSV_01384,FINE,2023-01-04,COMPLIED
ENF_000332,SPSV_01471,FINE,2022-02-02,COMPLIED
ENF_000333,SPSV_02144,FINE,2025-11-01,COMPLIED
ENF_000334,SPSV_04956,WARNING,2022-01-21,COMPLIED
ENF_000335,SPSV_03857,WARNING,2023-05-31,APPEALED
ENF_000336,SPSV_03568,WARNING,2025-08-31,PENDING
ENF_000337,SPSV_01673,FINE,2022-10-10,COMPLIED
ENF_000338,SPSV_02385,FINE,2022-11-07,COMPLIED
ENF_000339,SPSV_03086,WARNING,2022-03-31,APPEALED
ENF_000340,SPSV_00163,SUSPENSION,2022-01-12,COMPLIED
ENF_000341,SPSV_04166,FINE,2025-02-20,COMPLIED
ENF_000342,SPSV_03350,FINE,2022-06-29,PENDING
ENF_000343,SPSV_02164,WARNING,2024-11-06,COMPLIED
ENF_000344,SPSV_03783,SUSPENSION,2022-01-05,COMPLIED
ENF_000345,SPSV_01487,WARNING,2022-11-28,APPEALED
ENF_000346,SPSV_01098,SUSPENSION,2023-12-09,COMPLIED
ENF_000347,SPSV_01039,WARNING,2022-12-25,COMPLIED
ENF_000348,SPSV_03400,FINE,2025-08-02,COMPLIED
ENF_000349,SPSV_02825,WARNING,2022-03-30,APPEALED
ENF_000350,SPSV_04724,FINE,2024-12-05,PENDING
ENF_000351,SPSV_02646,WARNING,2025-01-28,COMPLIED
ENF_000352,SPSV_03879,REVOCATION,2022-03-17,COMPLIED
ENF_000353,SPSV_01459,WARNING,2022-09-27,NOT UPHELD
ENF_000354,SPSV_00213,SUSPENSION,2022-07-31,PENDING
ENF_000355,SPSV_00637,FINE,2024-12-15,APPEALED
ENF_000356,SPSV_04258,WARNING,2023-05-28,PENDING
ENF_000357,SPSV_02809,WARNING,2025-10-10,PENDING
ENF_000358,SPSV_00735,WARNING,2023-12-15,NOT UPHELD
ENF_000359,SPSV_02887,WARNING,2024-02-19,COMPLIED
ENF_000360,SPSV_04239,WARNING,2022-07-16,COMPLIED
ENF_000361,SPSV_04405,WARNING,2024-07-13,APPEALED
ENF_000362,SPSV_00830,FINE,2023-11-27,NOT UPHELD
ENF_000363,SPSV_04189,SUSPENSION,2025-12-20,APPEALED
ENF_000364,SPSV_01165,EDUCATION/ADVISORY,2024-03-23,COMPLIED
ENF_000365,SPSV_00657,SUSPENSION,2024-06-25,PENDING
ENF_000366,SPSV_03932,WARNING,2022-11-23,COMPLIED
ENF_000367,SPSV_02228,WARNING,2022-07-01,PENDING
ENF_000368,SPSV_00148,WARNING,2025-11-16,COMPLIED
ENF_000369,SPSV_04701,WARNING,2022-08-11,COMPLIED
ENF_000370,SPSV_03987,WARNING,2025-02-14,APPEALED
ENF_000371,SPSV_02353,EDUCATION/ADVISORY,2025-08-26,COMPLIED
ENF_000372,SPSV_00368,WARNING,2025-01-04,COMPLIED
ENF_000373,SPSV_00499,FINE,2024-02-19,COMPLIED
ENF_000374,SPSV_00638,WARNING,2023-12-04,PENDING
ENF_000375,SPSV_02288,SUSPENSION,2023-07-15,COMPLIED
ENF_000376,SPSV_04668,SUSPENSION,2023-05-02,COMPLIED
ENF_000377,SPSV_02030,WARNING,2023-03-18,COMPLIED
ENF_000378,SPSV_02487,SUSPENSION,2022-02-24,APPEALED
ENF_000379,SPSV_04569,FINE,2025-12-27,COMPLIED
ENF_000380,SPSV_02617,FINE,2024-10-05,COMPLIED
ENF_000381,SPSV_00702,WARNING,2025-09-29,COMPLIED
ENF_000382,SPSV_02998,FINE,2022-09-06,APPEALED
ENF_000383,SPSV_00073,FINE,2025-02-17,COMPLIED
ENF_000384,SPSV_01199,WARNING,2025-06-20,PENDING
ENF_000385,SPSV_01446,WARNING,2024-06-20,APPEALED
ENF_000386,SPSV_01845,SUSPENSION,2024-06-12,COMPLIED
ENF_000387,SPSV_03489,WARNING,2022-11-02,PENDING
ENF_000388,SPSV_03008,SUSPENSION,2022-08-26,COMPLIED
ENF_000389,SPSV_02962,FINE,2025-08-16,APPEALED
ENF_000390,SPSV_00125,WARNING,2022-08-18,COMPLIED
ENF_000391,SPSV_02524,WARNING,2022-10-08,COMPLIED
ENF_000392,SPSV_01037,WARNING,2025-04-25,APPEALED
ENF_000393,SPSV_04843,WARNING,2025-08-07,COMPLIED
ENF_000394,SPSV_02360,WARNING,2025-10-27,COMPLIED
ENF_000395,SPSV_01602,WARNING,2022-10-22,COMPLIED
ENF_000396,SPSV_03602,WARNING,2022-08-23,COMPLIED
ENF_000397,SPSV_02657,EDUCATION/ADVISORY,2023-02-01,COMPLIED
ENF_000398,SPSV_02127,EDUCATION/ADVISORY,2025-07-06,COMPLIED
ENF_000399,SPSV_01488,FINE,2022-04-01,COMPLIED
ENF_000400,SPSV_00140,EDUCATION/ADVISORY,2022-09-19,COMPLIED
ENF_000401,SPSV_01530,WARNING,2025-08-29,PENDING
ENF_000402,SPSV_03455,WARNING,2022-09-03,PENDING
ENF_000403,SPSV_02710,SUSPENSION,2022-02-09,APPEALED
