Inspection_ID,Licence_ID,Inspection_Date,Inspection_Type,Outcome,Breach_Category,Follow_Up_Required
INSP_000043,SPSV_01995,2023-05-07,ROUTINE,FAIL,SAFETY,YES
INSP_000044,SPSV_00568,2024-05-07,ROUTINE,PASS,NAN,NO
INSP_000045,SPSV_03957,2024-11-22,ROUTINE,PASS,NAN,NO
INSP_000046,SPSV_00030,2025-02-17,FOLLOW-UP,FAIL,DOCUMENTATION,YES
INSP_000047,SPSV_03501,2025-10-25,FOLLOW-UP,PASS,NAN,NO
INSP_000048,SPSV_03659,2024-01-20,FOLLOW-UP,PASS,NAN,NO
INSP_000049,SPSV_02542,2023-10-06,FOLLOW-UP,PASS,NAN,NO
INSP_000050,SPSV_02612,2023-09-23,ROUTINE,PASS,NAN,NO
INSP_000051,SPSV_03268,2025-10-20,TARGETED,FAIL,SAFETY,YES
INSP_000052,SPSV_03895,2022-06-22,TARGETED,PASS,NAN,NO
INSP_000053,SPSV_03210,2025-01-22,ROUTINE,PASS,NAN,NO
INSP_000054,SPSV_00694,2022-07-02,ROUTINE,PASS,NAN,NO
INSP_000055,SPSV_02043,2023-12-09,ROUTINE,PASS,NAN,NO
INSP_000056,SPSV_03874,2022-05-20,FOLLOW-UP,FAIL,INSURANCE,YES
INSP_000057,SPSV_04767,2025-09-12,ROUTINE,PASS,NAN,NO
INSP_000058,SPSV_02752,2023-12-30,COMPLAINT-LED,FAIL,OTHER,YES
INSP_000059,SPSV_01504,2024-02-08,ROUTINE,PASS,NAN,NO
INSP_000060,SPSV_00178,2022-04-10,ROUTINE,PASS,NAN,NO
INSP_000061,SPSV_02784,2024-12-20,ROUTINE,PASS,NAN,NO
INSP_000062,SPSV_02720,2025-11-09,ROUTINE,PASS,NAN,NO
INSP_000063,SPSV_01745,2022-01-27,ROUTINE,PASS,NAN,NO
INSP_000064,SPSV_00994,2025-12-02,COMPLAINT-LED,NAN,SAFETY,YES
INSP_000065,SPSV_04899,2025-12-24,ROUTINE,PASS,NAN,NO
INSP_000066,SPSV_03321,2025-08-22,ROUTINE,PASS,NAN,NO
INSP_000067,SPSV_03047,2024-11-19,ROUTINE,PASS,NAN,NO
INSP_000068,SPSV_02389,2025-08-05,ROUTINE,PASS,NAN,NO
INSP_000069,SPSV_04896,2022-12-14,TARGETED,FAIL,SAFETY,NO
INSP_000070,SPSV_02000,2022-08-03,ROUTINE,PASS,NAN,NO
INSP_000071,SPSV_00535,2023-08-13,TARGETED,PASS,NAN,NO
INSP_000072,SPSV_03030,2022-08-19,TARGETED,PASS,NAN,NO
INSP_000073,SPSV_00735,2025-09-11,ROUTINE,PASS,NAN,NO
INSP_000074,SPSV_03238,2024-03-14,ROUTINE,PASS,NAN,NO
INSP_000075,SPSV_00950,2022-02-28,FOLLOW-UP,PASS,NAN,NO
INSP_000076,SPSV_00548,2023-07-28,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_000077,SPSV_00312,2024-07-10,ROUTINE,PASS,NAN,NO
INSP_000078,SPSV_00969,2022-08-18,FOLLOW-UP,PASS,NAN,NO
INSP_000079,SPSV_02275,2024-05-14,TARGETED,NAN,NAN,NO
INSP_000080,SPSV_01083,2022-07-13,ROUTINE,PASS,NAN,NO
INSP_000081,SPSV_02817,2025-11-05,ROUTINE,PASS,NAN,NO
INSP_000082,SPSV_00721,2025-01-16,TARGETED,PASS,NAN,NO
INSP_000083,SPSV_04345,2025-03-15,ROUTINE,PASS,NAN,NO
INSP_000084,SPSV_02010,2022-10-03,ROUTINE,NAN,OTHER,YES
INSP_000085,SPSV_02309,2022-08-22,ROUTINE,PASS,NAN,NO
INSP_000086,SPSV_01427,2023-08-14,COMPLAINT-LED,FAIL,SAFETY,YES
INSP_000087,SPSV_04154,2025-03-20,ROUTINE,PASS,NAN,NO
INSP_000088,SPSV_03129,2022-11-15,ROUTINE,FAIL,SAFETY,YES
INSP_000089,SPSV_03754,2025-05-12,ROUTINE,PASS,NAN,NO
INSP_000090,SPSV_00073,2023-08-06,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_000091,SPSV_04081,2022-08-03,ROUTINE,PASS,NAN,NO
INSP_000092,SPSV_04149,2023-01-07,FOLLOW-UP,PASS,NAN,NO
INSP_000093,SPSV_02617,2022-04-15,ROUTINE,PASS,NAN,NO
INSP_000094,SPSV_04990,2023-06-21,ROUTINE,PASS,NAN,NO
INSP_000095,SPSV_04199,2022-08-13,ROUTINE,PASS,NAN,NO
INSP_000096,SPSV_01136,2025-05-22,ROUTINE,PASS,NAN,NO
INSP_000097,SPSV_00819,2023-11-21,ROUTINE,FAIL,SAFETY,YES
INSP_000098,SPSV_00918,2025-07-01,ROUTINE,FAIL,INSURANCE,YES
INSP_000099,SPSV_01531,2023-08-05,ROUTINE,PASS,NAN,NO
INSP_000100,SPSV_04466,2023-08-12,ROUTINE,PASS,NAN,NO
INSP_000101,SPSV_01050,2025-12-02,TARGETED,PASS,NAN,NO
INSP_000102,SPSV_00025,2024-07-01,ROUTINE,FAIL,INSURANCE,YES
INSP_000103,SPSV_04933,2023-11-08,ROUTINE,PASS,NAN,NO
INSP_000104,SPSV_00928,2025-09-18,COMPLAINT-LED,PASS,NAN,NO
INSP_000105,SPSV_03593,2023-11-07,FOLLOW-UP,PASS,NAN,NO
INSP_000106,SPSV_01846,2025-11-10,TARGETED,FAIL,SAFETY,YES
INSP_000107,SPSV_03860,2022-07-18,ROUTINE,PASS,NAN,NO
INSP_000108,SPSV_02500,2025-12-06,ROUTINE,PASS,NAN,NO
INSP_000109,SPSV_04803,2025-10-11,COMPLAINT-LED,FAIL,DOCUMENTATION,NO
INSP_000110,SPSV_04779,2023-04-14,COMPLAINT-LED,PASS,NAN,NO
INSP_000111,SPSV_01928,2024-11-13,ROUTINE,PASS,NAN,NO
INSP_000112,SPSV_00686,2024-03-24,ROUTINE,PASS,NAN,NO
INSP_000113,SPSV_02015,2023-05-18,ROUTINE,PASS,NAN,NO
INSP_000114,SPSV_01682,2025-08-07,ROUTINE,PASS,NAN,NO
INSP_000115,SPSV_00139,2023-09-12,ROUTINE,PASS,NAN,NO
INSP_000116,SPSV_00498,2024-09-28,ROUTINE,PASS,NAN,NO
INSP_000117,SPSV_02889,2022-09-11,ROUTINE,PASS,NAN,NO
INSP_000118,SPSV_01049,2024-01-22,ROUTINE,PASS,NAN,NO
INSP_000119,SPSV_00406,2024-08-10,COMPLAINT-LED,FAIL,ACCESSIBILITY,YES
INSP_000120,SPSV_01751,2023-05-26,TARGETED,PASS,NAN,NO
INSP_000121,SPSV_02494,2022-02-08,ROUTINE,PASS,NAN,NO
INSP_000122,SPSV_02725,2024-04-20,ROUTINE,PASS,NAN,NO
INSP_000123,SPSV_01617,2024-11-28,ROUTINE,PASS,NAN,NO
INSP_000124,SPSV_02868,2025-02-21,TARGETED,FAIL,ACCESSIBILITY,NO
INSP_000125,SPSV_01101,2025-02-24,ROUTINE,FAIL,INSURANCE,YES
INSP_000126,SPSV_03396,2023-01-13,TARGETED,PASS,NAN,NO
INSP_000127,SPSV_00480,2025-10-09,ROUTINE,PASS,NAN,NO
INSP_000128,SPSV_04380,2022-06-21,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_000129,SPSV_01710,2022-04-16,ROUTINE,FAIL,INSURANCE,NO
INSP_000130,SPSV_03240,2022-07-24,FOLLOW-UP,PASS,NAN,NO
INSP_000131,SPSV_03535,2025-10-31,ROUTINE,PASS,NAN,NO
INSP_000132,SPSV_04193,2022-06-05,COMPLAINT-LED,PASS,NAN,NO
INSP_000133,SPSV_00453,2023-12-20,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_000134,SPSV_04489,2024-07-05,ROUTINE,PASS,NAN,NO
INSP_000135,SPSV_01914,2025-03-20,TARGETED,FAIL,OTHER,NO
INSP_000136,SPSV_01370,2024-12-13,FOLLOW-UP,PASS,NAN,NO
INSP_000137,SPSV_02434,2023-11-29,ROUTINE,PASS,NAN,NO
INSP_000138,SPSV_00531,2025-11-04,ROUTINE,PASS,NAN,NO
INSP_000139,SPSV_01944,2024-03-25,TARGETED,FAIL,SAFETY,NO
INSP_000140,SPSV_02498,2024-01-15,ROUTINE,PASS,NAN,NO
INSP_000141,SPSV_01552,2023-05-15,ROUTINE,PASS,NAN,NO
INSP_000142,SPSV_00405,2023-09-28,ROUTINE,PASS,NAN,NO
INSP_000143,SPSV_00522,2024-12-21,ROUTINE,PASS,NAN,NO
INSP_000144,SPSV_00618,2024-07-29,TARGETED,PASS,NONE,NO
INSP_000145,SPSV_02065,2022-09-06,ROUTINE,PASS,NAN,NO
INSP_000146,SPSV_04300,2023-10-03,ROUTINE,FAIL,SAFETY,YES
INSP_000147,SPSV_01737,2022-11-10,ROUTINE,FAIL,SAFETY,YES
INSP_000148,SPSV_03762,2023-04-15,ROUTINE,PASS,NAN,NO
INSP_000149,SPSV_01535,2025-05-30,COMPLAINT-LED,PASS,NAN,NO
INSP_000150,SPSV_01034,2022-04-21,COMPLAINT-LED,FAIL,SAFETY,NO
INSP_000151,SPSV_04880,2024-03-03,ROUTINE,PASS,NAN,NO
INSP_000152,SPSV_01793,2022-01-09,ROUTINE,PASS,NAN,NO
INSP_000153,SPSV_03721,2022-11-15,ROUTINE,PASS,NAN,NO
INSP_000154,SPSV_02237,2024-11-20,FOLLOW-UP,FAIL,DOCUMENTATION,YES
INSP_000155,SPSV_02334,2024-10-25,ROUTINE,PASS,NAN,NO
INSP_000156,SPSV_01741,2025-06-24,ROUTINE,PASS,NAN,NO
INSP_000157,SPSV_00328,2025-04-15,FOLLOW-UP,PASS,NAN,NO
INSP_000158,SPSV_00695,2022-02-10,TARGETED,PASS,NAN,NO
INSP_000159,SPSV_02929,2022-07-31,ROUTINE,FAIL,DOCUMENTATION,NO
INSP_000160,SPSV_02484,2025-10-20,ROUTINE,PASS,NAN,NO
INSP_000161,SPSV_00331,2024-03-31,TARGETED,PASS,NAN,NO
INSP_000162,SPSV_00775,2024-11-01,ROUTINE,PASS,NAN,NO
INSP_000163,SPSV_01281,2022-12-09,ROUTINE,PASS,NAN,NO
INSP_000164,SPSV_01056,2025-01-16,ROUTINE,PASS,NAN,NO
INSP_000165,SPSV_02366,2022-09-16,COMPLAINT-LED,PASS,NAN,NO
INSP_000166,SPSV_03215,2023-02-02,ROUTINE,PASS,NAN,NO
INSP_000167,SPSV_03026,2022-06-27,ROUTINE,PASS,NAN,NO
INSP_000168,SPSV_01116,2024-09-14,FOLLOW-UP,PASS,NAN,NO
INSP_000169,SPSV_04285,2023-03-11,ROUTINE,PASS,NAN,NO
INSP_000170,SPSV_00845,2022-06-20,ROUTINE,FAIL,SAFETY,NO
INSP_000171,SPSV_02082,2024-09-12,COMPLAINT-LED,PASS,NAN,NO
INSP_000172,SPSV_00118,2022-07-17,ROUTINE,PASS,NAN,NO
INSP_000173,SPSV_04875,2023-09-16,COMPLAINT-LED,FAIL,ACCESSIBILITY,YES
INSP_000174,SPSV_03036,2023-11-10,FOLLOW-UP,PASS,NAN,NO
INSP_000175,SPSV_02048,2024-02-03,TARGETED,PASS,NAN,NO
INSP_000176,SPSV_01238,2024-03-05,FOLLOW-UP,PASS,NAN,NO
INSP_000177,SPSV_02177,2024-09-30,ROUTINE,FAIL,INSURANCE,YES
INSP_000178,SPSV_00212,2022-12-14,ROUTINE,PASS,NAN,NO
INSP_000179,SPSV_04257,2024-09-05,ROUTINE,PASS,NAN,NO
INSP_000180,SPSV_03181,2022-11-08,COMPLAINT-LED,FAIL,OTHER,YES
INSP_000181,SPSV_01601,2022-03-23,ROUTINE,PASS,NAN,NO
INSP_000182,SPSV_03136,2025-11-20,ROUTINE,PASS,NAN,NO
INSP_000183,SPSV_00032,2022-12-03,TARGETED,PASS,NAN,NO
INSP_000184,SPSV_03197,2024-07-16,ROUTINE,PASS,NAN,NO
INSP_000185,SPSV_04717,2024-01-19,TARGETED,PASS,NAN,NO
INSP_000186,SPSV_03242,2023-03-27,TARGETED,FAIL,SAFETY,YES
INSP_000187,SPSV_00902,2024-03-02,FOLLOW-UP,FAIL,SAFETY,NO
INSP_000188,SPSV_04341,2024-11-15,TARGETED,FAIL,SAFETY,YES
INSP_000189,SPSV_02304,2022-08-29,ROUTINE,PASS,NAN,NO
INSP_000190,SPSV_03870,2025-09-04,TARGETED,PASS,NAN,NO
INSP_000191,SPSV_04840,2023-11-23,ROUTINE,FAIL,SAFETY,NO
INSP_000192,SPSV_02151,2025-03-09,TARGETED,PASS,NAN,NO
INSP_000193,SPSV_03033,2025-01-29,ROUTINE,PASS,NAN,NO
INSP_000194,SPSV_04633,2025-07-31,ROUTINE,PASS,NAN,NO
INSP_000195,SPSV_03345,2025-04-06,COMPLAINT-LED,PASS,NAN,NO
INSP_000196,SPSV_02668,2024-07-21,TARGETED,PASS,NAN,NO
INSP_000197,SPSV_04123,2024-02-07,ROUTINE,PASS,NAN,NO
INSP_000198,SPSV_00651,2025-12-22,TARGETED,PASS,NAN,NO
INSP_000199,SPSV_04230,2024-09-15,TARGETED,PASS,NAN,NO
INSP_000200,SPSV_01615,2024-04-01,COMPLAINT-LED,FAIL,INSURANCE,NO
INSP_000201,SPSV_04824,2023-07-19,FOLLOW-UP,PASS,NAN,NO
INSP_000202,SPSV_04811,2024-04-17,FOLLOW-UP,PASS,NAN,NO
INSP_000203,SPSV_02154,2025-03-26,FOLLOW-UP,PASS,NAN,NO
INSP_000204,SPSV_00477,2024-04-26,ROUTINE,FAIL,SAFETY,NO
INSP_000205,SPSV_03016,2022-06-20,ROUTINE,PASS,NAN,NO
INSP_000206,SPSV_02936,2025-07-21,ROUTINE,PASS,NAN,NO
INSP_000207,SPSV_03387,2022-01-31,ROUTINE,PASS,NAN,NO
INSP_000208,SPSV_03082,2025-12-13,FOLLOW-UP,FAIL,DOCUMENTATION,YES
INSP_000209,SPSV_03636,2022-11-12,ROUTINE,PASS,NAN,NO
INSP_000210,SPSV_02775,2025-10-29,ROUTINE,FAIL,SAFETY,YES
INSP_000211,SPSV_03968,2022-06-06,COMPLAINT-LED,PASS,NAN,NO
INSP_000212,SPSV_03430,2024-02-19,ROUTINE,PASS,NAN,NO
INSP_000213,SPSV_04831,2025-01-10,ROUTINE,FAIL,SAFETY,NO
INSP_000214,SPSV_04586,2025-01-10,TARGETED,PASS,NAN,NO
INSP_000215,SPSV_04820,2023-12-30,TARGETED,PASS,NAN,NO
INSP_000216,SPSV_04144,2022-02-14,ROUTINE,NAN,NAN,NO
INSP_000217,SPSV_01209,2024-05-09,FOLLOW-UP,PASS,NAN,NO
INSP_000218,SPSV_02151,2025-01-13,ROUTINE,FAIL,SAFETY,YES
INSP_000219,SPSV_01248,2025-09-19,ROUTINE,PASS,NAN,NO
INSP_000220,SPSV_03865,2022-07-12,ROUTINE,PASS,NAN,NO
INSP_000221,SPSV_03675,2022-07-03,FOLLOW-UP,PASS,NAN,NO
INSP_000222,SPSV_01401,2023-06-23,COMPLAINT-LED,FAIL,DOCUMENTATION,NO
INSP_000223,SPSV_03031,2025-04-27,TARGETED,FAIL,DOCUMENTATION,YES
INSP_000224,SPSV_04207,2025-11-23,COMPLAINT-LED,PASS,NAN,NO
INSP_000225,SPSV_00322,2024-12-26,ROUTINE,PASS,NAN,NO
INSP_000226,SPSV_03712,2023-07-21,TARGETED,PASS,NAN,NO
INSP_000227,SPSV_04859,2023-06-17,FOLLOW-UP,PASS,NAN,NO
INSP_000228,SPSV_03225,2023-05-21,ROUTINE,FAIL,ACCESSIBILITY,YES
INSP_000229,SPSV_02989,2024-06-30,ROUTINE,PASS,NAN,NO
INSP_000230,SPSV_01815,2022-06-09,TARGETED,PASS,NAN,NO
INSP_000231,SPSV_01380,2022-09-26,ROUTINE,PASS,NAN,NO
INSP_000232,SPSV_00343,2023-09-01,ROUTINE,PASS,NAN,NO
INSP_000233,SPSV_04728,2023-05-12,FOLLOW-UP,PASS,NAN,NO
INSP_000234,SPSV_01441,2024-02-17,ROUTINE,PASS,NAN,NO
INSP_000235,SPSV_04872,2025-06-30,COMPLAINT-LED,PASS,NAN,NO
INSP_000236,SPSV_00737,2025-11-05,FOLLOW-UP,FAIL,INSURANCE,YES
INSP_000237,SPSV_04862,2023-04-04,COMPLAINT-LED,PASS,NAN,NO
INSP_000238,SPSV_01181,2024-05-06,ROUTINE,PASS,NONE,NO
INSP_000239,SPSV_00880,2022-10-28,ROUTINE,PASS,NAN,NO
INSP_000240,SPSV_01423,2024-09-02,FOLLOW-UP,PASS,NAN,NO
INSP_000241,SPSV_02853,2025-11-28,TARGETED,PASS,NAN,NO
INSP_000242,SPSV_02963,2025-09-24,FOLLOW-UP,PASS,NAN,NO
INSP_000243,SPSV_04088,2022-06-01,FOLLOW-UP,PASS,NAN,NO
INSP_000244,SPSV_00443,2024-04-04,ROUTINE,PASS,NAN,NO
INSP_000245,SPSV_03507,2025-05-06,COMPLAINT-LED,PASS,NAN,NO
INSP_000246,SPSV_00248,2022-12-23,FOLLOW-UP,PASS,NAN,NO
INSP_000247,SPSV_02979,2023-01-06,COMPLAINT-LED,PASS,NAN,NO
INSP_000248,SPSV_01498,2024-10-10,ROUTINE,FAIL,INSURANCE,YES
INSP_000249,SPSV_02166,2022-08-20,TARGETED,PASS,NAN,NO
INSP_000250,SPSV_04188,2024-11-23,FOLLOW-UP,PASS,NAN,NO
INSP_000251,SPSV_04054,2022-05-19,ROUTINE,PASS,NAN,NO
INSP_000252,SPSV_01572,2024-11-29,ROUTINE,PASS,NAN,NO
INSP_000253,SPSV_04944,2023-03-25,FOLLOW-UP,PASS,NAN,NO
INSP_000254,SPSV_01548,2022-07-29,ROUTINE,PASS,NAN,NO
INSP_000255,SPSV_01991,2023-08-27,TARGETED,PASS,NAN,NO
INSP_000256,SPSV_01825,2023-06-03,COMPLAINT-LED,PASS,NAN,NO
INSP_000257,SPSV_03147,2022-07-31,ROUTINE,PASS,NAN,NO
INSP_000258,SPSV_01747,2025-11-07,COMPLAINT-LED,PASS,NAN,NO
INSP_000259,SPSV_02761,2022-05-10,ROUTINE,PASS,NAN,NO
INSP_000260,SPSV_04301,2023-09-10,ROUTINE,FAIL,SAFETY,NO
INSP_000261,SPSV_04637,2023-09-01,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_000262,SPSV_00826,2025-10-22,ROUTINE,FAIL,INSURANCE,YES
INSP_000263,SPSV_00023,2024-08-15,ROUTINE,PASS,NAN,NO
INSP_000264,SPSV_04229,2022-11-09,FOLLOW-UP,PASS,NAN,NO
INSP_000265,SPSV_00059,2025-09-21,ROUTINE,PASS,NAN,NO
INSP_000266,SPSV_01680,2025-12-26,ROUTINE,PASS,NAN,NO
INSP_000267,SPSV_01630,2022-07-26,ROUTINE,PASS,NAN,NO
INSP_000268,SPSV_01941,2022-08-10,COMPLAINT-LED,PASS,NAN,NO
INSP_000269,SPSV_04869,2024-05-22,TARGETED,PASS,NAN,NO
INSP_000270,SPSV_01526,2025-10-08,ROUTINE,PASS,NAN,NO
INSP_000271,SPSV_03243,2023-11-17,FOLLOW-UP,PASS,NAN,NO
INSP_000272,SPSV_03198,2022-10-11,TARGETED,FAIL,ACCESSIBILITY,YES
INSP_000273,SPSV_04062,2022-03-06,ROUTINE,FAIL,ACCESSIBILITY,NO
INSP_000274,SPSV_03158,2024-01-07,ROUTINE,PASS,NAN,NO
INSP_000275,SPSV_00621,2025-05-31,ROUTINE,PASS,NAN,NO
INSP_000276,SPSV_03586,2024-03-23,ROUTINE,PASS,NAN,NO
INSP_000277,SPSV_04652,2024-05-05,TARGETED,FAIL,ACCESSIBILITY,YES
INSP_000278,SPSV_00716,2025-03-31,ROUTINE,PASS,NAN,NO
INSP_000279,SPSV_00106,2023-01-03,ROUTINE,PASS,NAN,NO
INSP_000280,SPSV_02970,2025-10-18,TARGETED,NAN,NAN,NO
INSP_000281,SPSV_00729,2025-02-23,TARGETED,PASS,NAN,NO
INSP_000282,SPSV_04401,2023-11-22,FOLLOW-UP,FAIL,SAFETY,NO
INSP_000283,SPSV_02139,2024-10-23,ROUTINE,PASS,NAN,NO
INSP_000284,SPSV_02544,2024-02-10,ROUTINE,PASS,NONE,NO
INSP_000285,SPSV_03153,2024-10-04,ROUTINE,PASS,NAN,NO
INSP_000286,SPSV_00697,2025-06-09,ROUTINE,FAIL,ACCESSIBILITY,YES
INSP_000287,SPSV_04230,2022-09-28,TARGETED,PASS,NONE,NO
INSP_000288,SPSV_00407,2025-04-29,TARGETED,FAIL,OTHER,NO
INSP_000289,SPSV_01580,2024-02-23,ROUTINE,PASS,NAN,NO
INSP_000290,SPSV_03569,2025-09-08,ROUTINE,PASS,NAN,NO
INSP_000291,SPSV_02349,2025-10-19,ROUTINE,PASS,NAN,NO
INSP_000292,SPSV_03315,2022-12-10,TARGETED,PASS,NAN,NO
INSP_000293,SPSV_03320,2025-09-23,FOLLOW-UP,FAIL,DOCUMENTATION,YES
INSP_000294,SPSV_00516,2022-05-12,FOLLOW-UP,PASS,NAN,NO
INSP_000295,SPSV_02145,2024-09-09,ROUTINE,PASS,NAN,NO
INSP_000296,SPSV_03426,2022-04-16,FOLLOW-UP,NAN,DOCUMENTATION,YES
INSP_000297,SPSV_00953,2024-03-19,FOLLOW-UP,FAIL,SAFETY,NO
INSP_000298,SPSV_01746,2025-03-22,TARGETED,PASS,NAN,NO
INSP_000299,SPSV_04332,2024-05-29,ROUTINE,FAIL,DOCUMENTATION,YES
INSP_000300,SPSV_02185,2024-05-07,FOLLOW-UP,PASS,NAN,NO
INSP_000301,SPSV_03429,2023-07-21,ROUTINE,PASS,NAN,NO
INSP_000302,SPSV_01072,2022-10-07,TARGETED,PASS,NAN,NO
INSP_000303,SPSV_01188,2022-06-12,ROUTINE,PASS,NAN,NO
INSP_000304,SPSV_00500,2024-05-03,FOLLOW-UP,PASS,NAN,NO
INSP_000305,SPSV_02243,2025-12-18,ROUTINE,PASS,NAN,NO
INSP_000306,SPSV_04370,2022-04-11,ROUTINE,PASS,NAN,NO
INSP_000307,SPSV_02550,2023-07-25,ROUTINE,PASS,NAN,NO
INSP_000308,SPSV_01497,2023-10-07,FOLLOW-UP,PASS,NAN,NO
INSP_000309,SPSV_02474,2023-10-23,ROUTINE,FAIL,DOCUMENTATION,NO
INSP_000310,SPSV_00821,2024-05-29,ROUTINE,PASS,NAN,NO
INSP_000311,SPSV_01000,2025-03-07,FOLLOW-UP,PASS,NAN,NO
INSP_000312,SPSV_00574,2022-05-20,ROUTINE,PASS,NAN,NO
INSP_000313,SPSV_04030,2023-12-01,TARGETED,PASS,NAN,NO
INSP_000314,SPSV_04036,2025-02-06,FOLLOW-UP,PASS,NAN,NO
INSP_000315,SPSV_01699,2023-07-23,ROUTINE,PASS,NAN,NO
INSP_000316,SPSV_03043,2025-01-19,ROUTINE,PASS,NAN,NO
INSP_000317,SPSV_03257,2025-02-02,ROUTINE,PASS,NAN,NO
INSP_000318,SPSV_02188,2024-10-12,TARGETED,PASS,NAN,NO
INSP_000319,SPSV_01779,2024-10-08,COMPLAINT-LED,PASS,NAN,NO
INSP_000320,SPSV_00049,2025-03-07,COMPLAINT-LED,PASS,NAN,NO
INSP_000321,SPSV_01495,2023-11-01,FOLLOW-UP,PASS,NAN,NO
INSP_000322,SPSV_01174,2025-12-20,ROUTINE,PASS,NONE,NO
INSP_000323,SPSV_01351,2025-06-03,ROUTINE,PASS,NAN,NO
INSP_000324,SPSV_00919,2023-07-16,ROUTINE,PASS,NAN,NO
INSP_000325,SPSV_00351,2022-01-21,ROUTINE,PASS,NAN,NO
INSP_000326,SPSV_01927,2025-12-04,ROUTINE,PASS,NAN,NO
INSP_000327,SPSV_01918,2023-05-09,ROUTINE,PASS,NAN,NO
INSP_000328,SPSV_04374,2023-07-20,FOLLOW-UP,PASS,NAN,NO
INSP_000329,SPSV_04661,2025-07-20,ROUTINE,PASS,NAN,NO
INSP_000330,SPSV_01310,2023-07-31,ROUTINE,PASS,NAN,NO
INSP_000331,SPSV_04250,2025-10-25,ROUTINE,PASS,NAN,NO
INSP_000332,SPSV_04521,2024-08-26,ROUTINE,PASS,NAN,NO
INSP_000333,SPSV_03960,2025-01-14,ROUTINE,FAIL,DOCUMENTATION,YES
