Complaint_ID,Licence_ID,Complaint_Type,Date_Received,Resolved,Days_To_Resolution,Escalated
CMP_000091,SPSV_01854,ACCESSIBILITY,2025-01-12,YES,36.0,NO
CMP_000092,SPSV_00898,CONDUCT,2023-01-22,YES,12.0,NO
CMP_000093,SPSV_00416,NO SHOW,2025-02-21,YES,5.0,NO
CMP_000094,SPSV_03201,OVERCHARGING,2022-05-25,YES,8.0,NO
CMP_000095,SPSV_03717,CONDUCT,2024-01-21,YES,59.0,NO
CMP_000096,SPSV_00613,CONDUCT,2022-12-01,YES,37.0,NO
CMP_000097,SPSV_00880,OVERCHARGING,2025-02-17,NO,14.0,YES
CMP_000098,SPSV_01876,NO SHOW,2024-05-07,YES,12.0,YES
CMP_000099,SPSV_03177,ACCESSIBILITY,2022-02-11,YES,10.0,NO
CMP_000100,SPSV_03119,VEHICLE SAFETY,2025-11-07,NO,14.0,NO
CMP_000101,SPSV_01284,OVERCHARGING,2025-02-03,YES,31.0,YES
CMP_000102,SPSV_02229,NO SHOW,2024-03-21,NO,14.0,NO
CMP_000103,SPSV_04824,OTHER,2025-05-05,NO,14.0,NO
CMP_000104,SPSV_04231,CONDUCT,2024-11-22,YES,17.0,NO
CMP_000105,SPSV_01026,REFUSAL OF HIRE,2025-08-11,YES,66.0,NO
CMP_000106,SPSV_04857,VEHICLE SAFETY,2023-03-15,YES,19.0,NO
CMP_000107,SPSV_03584,CONDUCT,2022-02-13,NO,14.0,NO
CMP_000108,SPSV_03040,VEHICLE SAFETY,2023-04-14,NO,14.0,NO
CMP_000109,SPSV_03019,REFUSAL OF HIRE,2024-03-31,NO,14.0,YES
CMP_000110,SPSV_01618,ACCESSIBILITY,2022-06-01,NO,14.0,NO
CMP_000111,SPSV_02959,NO SHOW,2022-08-17,YES,20.0,NO
CMP_000112,SPSV_00368,REFUSAL OF HIRE,2022-06-18,YES,11.0,NO
CMP_000113,SPSV_01816,CONDUCT,2023-05-02,YES,20.0,NO
CMP_000114,SPSV_03600,VEHICLE SAFETY,2024-10-06,YES,7.0,NO
CMP_000115,SPSV_00348,NO SHOW,2023-05-29,NO,14.0,NO
CMP_000116,SPSV_03438,CONDUCT,2022-11-06,NO,14.0,NO
CMP_000117,SPSV_02999,NO SHOW,2024-04-25,YES,8.0,NO
CMP_000118,SPSV_00433,NO SHOW,2023-03-02,NO,14.0,YES
CMP_000119,SPSV_00774,NO SHOW,2022-04-27,YES,19.0,NO
CMP_000120,SPSV_01424,OVERCHARGING,2023-09-25,YES,14.0,NO
CMP_000121,SPSV_01766,VEHICLE SAFETY,2025-07-20,YES,8.0,NO
CMP_000122,SPSV_03844,OTHER,2022-06-04,YES,11.0,NO
CMP_000123,SPSV_04514,OVERCHARGING,2024-02-15,NO,14.0,YES
CMP_000124,SPSV_04776,OTHER,2024-04-12,YES,30.0,NO
CMP_000125,SPSV_02054,ACCESSIBILITY,2023-02-19,NO,14.0,NO
CMP_000126,SPSV_00128,REFUSAL OF HIRE,2025-05-05,YES,23.0,NO
CMP_000127,SPSV_04680,CONDUCT,2024-01-13,YES,22.0,NO
CMP_000128,SPSV_00886,CONDUCT,2024-03-30,YES,6.0,YES
CMP_000129,SPSV_02950,OVERCHARGING,2023-09-27,NO,14.0,NO
CMP_000130,SPSV_04906,ACCESSIBILITY,2022-04-14,YES,19.0,NO
CMP_000131,SPSV_03052,CONDUCT,2023-07-07,NO,14.0,NO
CMP_000132,SPSV_00573,VEHICLE SAFETY,2025-06-16,YES,15.0,NO
CMP_000133,SPSV_03175,ACCESSIBILITY,2025-07-14,YES,18.0,NO
CMP_000134,SPSV_03369,CONDUCT,2022-03-09,NO,14.0,NO
CMP_000135,SPSV_04845,OVERCHARGING,2023-11-13,YES,36.0,NO
CMP_000136,SPSV_00414,OTHER,2025-09-23,NO,14.0,NO
CMP_000137,SPSV_03872,ACCESSIBILITY,2025-10-20,YES,58.0,NO
CMP_000138,SPSV_00846,OVERCHARGING,2024-05-27,YES,12.0,NO
CMP_000139,SPSV_00080,OVERCHARGING,2024-02-05,YES,8.0,NO
CMP_000140,SPSV_03493,REFUSAL OF HIRE,2025-02-28,YES,44.0,NO
CMP_000141,SPSV_01591,REFUSAL OF HIRE,2023-10-02,NO,14.0,YES
CMP_000142,SPSV_03933,NO SHOW,2025-01-10,YES,22.0,NO
CMP_000143,SPSV_04345,CONDUCT,2025-07-03,YES,54.0,NO
CMP_000144,SPSV_04249,VEHICLE SAFETY,2025-01-12,YES,13.0,NO
CMP_000145,SPSV_03135,CONDUCT,2024-09-29,YES,5.0,NO
CMP_000146,SPSV_04538,VEHICLE SAFETY,2023-04-30,YES,27.0,NO
CMP_000147,SPSV_01093,OVERCHARGING,2024-11-25,YES,13.0,NO
CMP_000148,SPSV_01160,ACCESSIBILITY,2023-01-14,YES,14.0,YES
CMP_000149,SPSV_02914,CONDUCT,2024-08-12,NO,14.0,NO
CMP_000150,SPSV_02386,REFUSAL OF HIRE,2022-04-11,YES,12.0,YES
CMP_000151,SPSV_02525,CONDUCT,2023-06-20,NO,14.0,YES
CMP_000152,SPSV_02219,ACCESSIBILITY,2022-09-13,NO,14.0,NO
CMP_000153,SPSV_01964,VEHICLE SAFETY,2025-06-07,YES,42.0,NO
CMP_000154,SPSV_03653,ACCESSIBILITY,2024-08-28,YES,12.0,NO
CMP_000155,SPSV_00237,CONDUCT,2023-05-01,YES,40.0,NO
CMP_000156,SPSV_02618,NO SHOW,2025-01-12,NO,14.0,YES
CMP_000157,SPSV_01239,CONDUCT,2025-08-14,YES,10.0,NO
CMP_000158,SPSV_01033,OVERCHARGING,2022-05-30,NO,14.0,NO
CMP_000159,SPSV_00059,CONDUCT,2024-11-11,YES,15.0,NO
CMP_000160,SPSV_04498,OTHER,2022-05-11,YES,8.0,NO
CMP_000161,SPSV_04159,ACCESSIBILITY,2023-11-05,YES,7.0,NO
CMP_000162,SPSV_04926,VEHICLE SAFETY,2024-07-09,YES,20.0,NO
CMP_000163,SPSV_04800,ACCESSIBILITY,2024-07-02,YES,2.0,NO
CMP_000164,SPSV_02951,OVERCHARGING,2023-12-02,YES,12.0,NO
CMP_000165,SPSV_04599,VEHICLE SAFETY,2024-04-08,YES,7.0,NO
CMP_000166,SPSV_04901,NO SHOW,2025-12-10,YES,12.0,NO
CMP_000167,SPSV_04819,CONDUCT,2025-09-17,NO,14.0,YES
CMP_000168,SPSV_01002,NO SHOW,2024-05-17,YES,14.0,NO
CMP_000169,SPSV_02049,OVERCHARGING,2024-01-29,NO,14.0,NO
CMP_000170,SPSV_04966,REFUSAL OF HIRE,2023-11-05,YES,12.0,NO
CMP_000171,SPSV_02100,OVERCHARGING,2022-09-16,NO,14.0,YES
CMP_000172,SPSV_03828,VEHICLE SAFETY,2025-05-13,YES,10.0,NO
CMP_000173,SPSV_03645,REFUSAL OF HIRE,2025-05-26,NO,14.0,NO
CMP_000174,SPSV_03792,CONDUCT,2025-12-20,YES,5.0,NO
CMP_000175,SPSV_00818,CONDUCT,2022-12-02,YES,11.0,NO
CMP_000176,SPSV_00723,VEHICLE SAFETY,2024-03-12,YES,11.0,NO
CMP_000177,SPSV_04272,VEHICLE SAFETY,2024-09-25,YES,18.0,NO
CMP_000178,SPSV_04095,OVERCHARGING,2023-05-12,YES,13.0,NO
CMP_000179,SPSV_02572,OVERCHARGING,2023-09-30,YES,46.0,NO
CMP_000180,SPSV_03945,VEHICLE SAFETY,2025-09-24,YES,9.0,NO
CMP_000181,SPSV_02942,VEHICLE SAFETY,2025-07-31,YES,10.0,NO
CMP_000182,SPSV_02725,VEHICLE SAFETY,2022-01-18,YES,6.0,NO
CMP_000183,SPSV_04271,VEHICLE SAFETY,2024-11-01,YES,8.0,NO
CMP_000184,SPSV_01520,OVERCHARGING,2024-11-10,NO,14.0,YES
CMP_000185,SPSV_04389,OVERCHARGING,2025-03-08,YES,14.0,NO
CMP_000186,SPSV_03862,NO SHOW,2025-11-22,YES,32.0,NO
CMP_000187,SPSV_01347,VEHICLE SAFETY,2024-07-10,YES,22.0,NO
CMP_000188,SPSV_00415,CONDUCT,2022-08-08,YES,22.0,NO
CMP_000189,SPSV_04466,OVERCHARGING,2023-10-25,YES,15.0,NO
CMP_000190,SPSV_01740,OVERCHARGING,2024-06-15,NO,14.0,NO
CMP_000191,SPSV_03106,CONDUCT,2024-11-22,NO,14.0,YES
CMP_000192,SPSV_01168,REFUSAL OF HIRE,2023-09-18,YES,22.0,NO
CMP_000193,SPSV_02760,OTHER,2025-08-18,YES,11.0,NO
CMP_000194,SPSV_02238,ACCESSIBILITY,2025-11-14,YES,7.0,NO
CMP_000195,SPSV_01813,ACCESSIBILITY,2023-07-19,YES,20.0,NO
CMP_000196,SPSV_01374,VEHICLE SAFETY,2025-03-26,YES,6.0,NO
CMP_000197,SPSV_04070,OVERCHARGING,2022-04-28,NO,14.0,NO
CMP_000198,SPSV_00813,CONDUCT,2022-04-30,YES,29.0,NO
CMP_000199,SPSV_02223,OTHER,2024-11-17,NO,14.0,NO
CMP_000200,SPSV_03501,CONDUCT,2023-12-10,YES,6.0,NO
CMP_000201,SPSV_01710,CONDUCT,2025-01-28,NO,14.0,YES
CMP_000202,SPSV_04883,OVERCHARGING,2024-01-30,YES,7.0,NO
CMP_000203,SPSV_04684,VEHICLE SAFETY,2025-05-09,YES,9.0,NO
CMP_000204,SPSV_03416,OTHER,2023-06-07,YES,21.0,NO
CMP_000205,SPSV_02421,NO SHOW,2024-07-03,YES,6.0,NO
CMP_000206,SPSV_03493,CONDUCT,2022-04-02,NO,14.0,YES
CMP_000207,SPSV_04062,VEHICLE SAFETY,2023-04-22,YES,10.0,NO
CMP_000208,SPSV_04382,VEHICLE SAFETY,2022-08-14,NO,14.0,NO
CMP_000209,SPSV_04804,CONDUCT,2022-02-14,YES,13.0,NO
CMP_000210,SPSV_03151,OTHER,2022-06-07,YES,11.0,NO
CMP_000211,SPSV_02257,ACCESSIBILITY,2022-07-12,YES,15.0,YES
CMP_000212,SPSV_04577,CONDUCT,2025-10-21,YES,23.0,NO
CMP_000213,SPSV_01981,OVERCHARGING,2025-01-13,YES,11.0,NO
CMP_000214,SPSV_01713,OTHER,2025-02-21,YES,29.0,NO
CMP_000215,SPSV_03778,CONDUCT,2025-09-05,NO,14.0,NO
CMP_000216,SPSV_00543,REFUSAL OF HIRE,2022-07-04,NO,14.0,YES
CMP_000217,SPSV_01903,OTHER,2024-11-28,YES,18.0,NO
CMP_000218,SPSV_03660,CONDUCT,2022-06-24,YES,19.0,NO
CMP_000219,SPSV_01544,CONDUCT,2023-06-27,YES,10.0,YES
CMP_000220,SPSV_03228,NO SHOW,2023-08-24,YES,49.0,NO
CMP_000221,SPSV_01225,REFUSAL OF HIRE,2023-08-25,YES,9.0,NO
CMP_000222,SPSV_04084,VEHICLE SAFETY,2023-01-15,YES,26.0,NO
CMP_000223,SPSV_04704,NO SHOW,2025-10-12,YES,13.0,NO
CMP_000224,SPSV_02416,ACCESSIBILITY,2024-01-03,YES,9.0,NO
CMP_000225,SPSV_01578,CONDUCT,2025-09-10,YES,17.0,NO
CMP_000226,SPSV_03270,VEHICLE SAFETY,2025-04-14,YES,17.0,NO
CMP_000227,SPSV_04966,VEHICLE SAFETY,2024-07-25,NO,14.0,NO
CMP_000228,SPSV_01263,CONDUCT,2024-02-01,NO,14.0,YES
CMP_000229,SPSV_03263,REFUSAL OF HIRE,2022-01-15,YES,20.0,NO
CMP_000230,SPSV_03768,VEHICLE SAFETY,2023-08-04,YES,15.0,NO
CMP_000231,SPSV_01889,CONDUCT,2024-06-23,YES,14.0,NO
CMP_000232,SPSV_04812,NO SHOW,2023-09-30,NO,14.0,NO
CMP_000233,SPSV_00572,VEHICLE SAFETY,2025-05-26,YES,16.0,NO
CMP_000234,SPSV_04393,OVERCHARGING,2022-02-23,YES,6.0,NO
CMP_000235,SPSV_03680,NO SHOW,2022-06-17,YES,10.0,NO
CMP_000236,SPSV_04085,REFUSAL OF HIRE,2022-01-08,YES,15.0,NO
CMP_000237,SPSV_00449,OTHER,2025-01-20,YES,15.0,NO
CMP_000238,SPSV_03201,REFUSAL OF HIRE,2022-01-12,YES,18.0,NO
CMP_000239,SPSV_03774,VEHICLE SAFETY,2025-10-05,YES,17.0,NO
CMP_000240,SPSV_00816,OTHER,2025-03-27,YES,20.0,NO
CMP_000241,SPSV_02845,CONDUCT,2025-07-18,YES,6.0,NO
CMP_000242,SPSV_02436,NO SHOW,2022-04-05,YES,5.0,NO
CMP_000243,SPSV_01351,OVERCHARGING,2023-08-20,YES,18.0,NO
CMP_000244,SPSV_04765,OVERCHARGING,2024-08-21,YES,22.0,NO
CMP_000245,SPSV_04951,ACCESSIBILITY,2023-06-11,YES,18.0,NO
CMP_000246,SPSV_02698,REFUSAL OF HIRE,2022-08-22,NO,14.0,NO
CMP_000247,SPSV_03571,VEHICLE SAFETY,2022-01-27,YES,11.0,NO
CMP_000248,SPSV_04806,REFUSAL OF HIRE,2025-03-23,NO,14.0,NO
CMP_000249,SPSV_00337,OTHER,2024-05-10,YES,22.0,NO
CMP_000250,SPSV_04677,ACCESSIBILITY,2024-12-08,NO,14.0,NO
CMP_000251,SPSV_02201,REFUSAL OF HIRE,2025-04-06,YES,5.0,NO
CMP_000252,SPSV_03310,CONDUCT,2022-08-02,YES,22.0,NO
CMP_000253,SPSV_04610,VEHICLE SAFETY,2025-04-12,YES,20.0,YES
CMP_000254,SPSV_03225,OTHER,2025-12-28,NO,14.0,NO
CMP_000255,SPSV_01171,NO SHOW,2022-06-23,YES,13.0,NO
CMP_000256,SPSV_03194,OVERCHARGING,2022-03-26,YES,11.0,NO
CMP_000257,SPSV_01371,OTHER,2022-01-05,NO,14.0,NO
CMP_000258,SPSV_01420,ACCESSIBILITY,2022-07-01,YES,16.0,NO
CMP_000259,SPSV_00237,VEHICLE SAFETY,2025-12-23,YES,22.0,YES
CMP_000260,SPSV_00740,ACCESSIBILITY,2025-09-18,NO,14.0,NO
CMP_000261,SPSV_01662,REFUSAL OF HIRE,2023-02-10,YES,13.0,NO
CMP_000262,SPSV_02533,OVERCHARGING,2024-05-09,NO,14.0,NO
CMP_000263,SPSV_00620,CONDUCT,2025-05-09,NO,14.0,NO
CMP_000264,SPSV_03142,CONDUCT,2024-07-18,NO,14.0,NO
CMP_000265,SPSV_00588,CONDUCT,2022-09-05,YES,9.0,YES
CMP_000266,SPSV_01806,REFUSAL OF HIRE,2022-04-05,NO,14.0,NO
CMP_000267,SPSV_02797,REFUSAL OF HIRE,2023-07-08,NO,14.0,NO
CMP_000268,SPSV_00844,OTHER,2023-05-04,NO,14.0,NO
CMP_000269,SPSV_02833,OTHER,2024-03-17,YES,10.0,NO
CMP_000270,SPSV_04126,OTHER,2024-09-11,YES,12.0,NO
CMP_000271,SPSV_00114,NO SHOW,2025-01-07,YES,24.0,NO
CMP_000272,SPSV_02971,CONDUCT,2025-12-05,NO,14.0,YES
CMP_000273,SPSV_01528,OVERCHARGING,2023-04-25,YES,17.0,NO
CMP_000274,SPSV_03948,CONDUCT,2025-04-22,YES,14.0,NO
CMP_000275,SPSV_00497,VEHICLE SAFETY,2023-12-17,YES,10.0,NO
CMP_000276,SPSV_02965,OTHER,2022-03-26,YES,21.0,NO
CMP_000277,SPSV_01038,REFUSAL OF HIRE,2023-03-27,NO,14.0,NO
CMP_000278,SPSV_00064,OTHER,2023-03-09,YES,29.0,NO
CMP_000279,SPSV_01766,VEHICLE SAFETY,2022-03-29,YES,18.0,NO
CMP_000280,SPSV_00202,REFUSAL OF HIRE,2023-02-04,YES,14.0,NO
CMP_000281,SPSV_01267,NO SHOW,2022-07-19,NO,14.0,NO
CMP_000282,SPSV_03059,CONDUCT,2024-10-20,YES,37.0,NO
CMP_000283,SPSV_01718,CONDUCT,2022-01-08,YES,22.0,NO
CMP_000284,SPSV_04134,OVERCHARGING,2025-08-27,YES,12.0,YES
CMP_000285,SPSV_00611,OVERCHARGING,2023-07-08,YES,9.0,NO
CMP_000286,SPSV_00324,VEHICLE SAFETY,2022-02-03,YES,44.0,NO
CMP_000287,SPSV_00528,VEHICLE SAFETY,2023-11-17,YES,11.0,NO
CMP_000288,SPSV_02008,NO SHOW,2024-02-26,YES,8.0,NO
CMP_000289,SPSV_04573,OVERCHARGING,2022-07-14,YES,9.0,NO
CMP_000290,SPSV_00127,OVERCHARGING,2025-09-13,YES,28.0,NO
CMP_000291,SPSV_02114,CONDUCT,2022-08-04,YES,12.0,NO
CMP_000292,SPSV_03806,ACCESSIBILITY,2023-11-26,YES,16.0,NO
CMP_000293,SPSV_03191,REFUSAL OF HIRE,2023-12-10,NO,14.0,YES
CMP_000294,SPSV_03403,ACCESSIBILITY,2024-01-28,NO,14.0,NO
CMP_000295,SPSV_03740,OVERCHARGING,2024-08-09,NO,14.0,NO
CMP_000296,SPSV_04768,REFUSAL OF HIRE,2022-02-09,YES,30.0,NO
CMP_000297,SPSV_00217,ACCESSIBILITY,2023-07-25,NO,14.0,NO
CMP_000298,SPSV_00837,CONDUCT,2023-01-29,YES,8.0,NO
CMP_000299,SPSV_01326,OVERCHARGING,2023-11-04,YES,7.0,NO
CMP_000300,SPSV_04827,CONDUCT,2022-02-18,YES,20.0,NO
CMP_000301,SPSV_04623,OVERCHARGING,2022-04-28,YES,20.0,NO
CMP_000302,SPSV_00314,CONDUCT,2023-09-18,YES,24.0,NO
CMP_000303,SPSV_00411,CONDUCT,2024-08-07,YES,53.0,NO
CMP_000304,SPSV_03991,VEHICLE SAFETY,2022-01-21,NO,14.0,YES
CMP_000305,SPSV_03455,CONDUCT,2022-11-08,YES,9.0,NO
CMP_000306,SPSV_01726,OTHER,2023-10-06,YES,120.0,NO
CMP_000307,SPSV_01262,REFUSAL OF HIRE,2025-07-27,YES,13.0,NO
CMP_000308,SPSV_00440,OVERCHARGING,2024-01-16,YES,7.0,NO
CMP_000309,SPSV_00103,CONDUCT,2025-11-04,YES,5.0,NO
CMP_000310,SPSV_03371,OTHER,2023-10-13,NO,14.0,NO
CMP_000311,SPSV_02527,OVERCHARGING,2024-02-11,NO,14.0,NO
CMP_000312,SPSV_01625,ACCESSIBILITY,2025-04-10,YES,7.0,NO
CMP_000313,SPSV_04623,ACCESSIBILITY,2024-03-24,YES,20.0,NO
CMP_000314,SPSV_02535,REFUSAL OF HIRE,2022-10-18,YES,13.0,YES
CMP_000315,SPSV_03310,ACCESSIBILITY,2023-04-16,YES,23.0,NO
CMP_000316,SPSV_00291,NO SHOW,2024-01-17,YES,23.0,NO
CMP_000317,SPSV_00545,NO SHOW,2023-01-30,YES,16.0,YES
CMP_000318,SPSV_01332,OVERCHARGING,2022-06-08,NO,14.0,YES
CMP_000319,SPSV_02118,REFUSAL OF HIRE,2022-06-08,NO,14.0,NO
CMP_000320,SPSV_04679,ACCESSIBILITY,2025-03-23,YES,14.0,NO
CMP_000321,SPSV_00054,NO SHOW,2022-09-17,YES,14.0,NO
CMP_000322,SPSV_02784,VEHICLE SAFETY,2024-12-26,YES,23.0,NO
CMP_000323,SPSV_03138,VEHICLE SAFETY,2022-07-08,NO,14.0,YES
CMP_000324,SPSV_02721,OVERCHARGING,2023-08-20,YES,15.0,NO
CMP_000325,SPSV_04659,REFUSAL OF HIRE,2024-04-20,YES,3.0,NO
CMP_000326,SPSV_00644,OTHER,2024-03-26,NO,14.0,NO
CMP_000327,SPSV_04436,OVERCHARGING,2024-11-21,YES,14.0,NO
CMP_000328,SPSV_01220,CONDUCT,2023-04-30,YES,12.0,NO
CMP_000329,SPSV_04550,OTHER,2024-01-31,NO,14.0,NO
CMP_000330,SPSV_02783,REFUSAL OF HIRE,2025-07-27,NO,14.0,YES
CMP_000331,SPSV_01332,ACCESSIBILITY,2023-12-13,YES,30.0,NO
CMP_000332,SPSV_03422,OTHER,2025-07-14,YES,29.0,NO
CMP_000333,SPSV_00595,VEHICLE SAFETY,2022-02-02,YES,20.0,NO
CMP_000334,SPSV_01276,VEHICLE SAFETY,2022-12-24,YES,41.0,NO
CMP_000335,SPSV_01982,OTHER,2025-02-16,NO,14.0,NO
CMP_000336,SPSV_04062,ACCESSIBILITY,2025-09-22,YES,13.0,NO
CMP_000337,SPSV_02357,OTHER,2023-05-19,NO,14.0,NO
CMP_000338,SPSV_04978,REFUSAL OF HIRE,2024-09-07,YES,28.0,NO
