Licence_ID,Licence_Type,Issue_Date,Expiry_Date,Status,County,Wheelchair_Accessible,Vehicle_Age,Vehicle_Plate_Year,Driver_Experience_Years,Fleet_Segment
SPSV_00025,TAXI,2019-10-03,2021-10-02,LAPSED,KILDARE,NO,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000009,REGIONAL
SPSV_00026,HACKNEY,2017-03-18,2019-03-18,LAPSED,MONAGHAN,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000003,REGIONAL
SPSV_00027,TAXI,2020-05-20,2026-05-19,EXPIRING,SOUTH DUBLIN,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000013,URBAN
SPSV_00028,TAXI,2023-03-11,2027-12-31,ACTIVE,TIPPERARY,NO,5,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000000,REGIONAL
SPSV_00029,TAXI,2021-09-13,2024-09-12,LAPSED,KILKENNY,NO,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000015,REGIONAL
SPSV_00030,TAXI,2023-03-08,2027-03-07,ACTIVE,DONEGAL,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000000,REGIONAL
SPSV_00031,TAXI,2024-05-18,2027-12-31,ACTIVE,NAN,NO,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000009,URBAN
SPSV_00032,TAXI,2020-06-02,2022-06-02,LAPSED,WICKLOW,NO,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000002,REGIONAL
SPSV_00033,TAXI,2024-10-07,2027-12-31,ACTIVE,LAOIS,YES,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000000,REGIONAL
SPSV_00034,HACKNEY,2023-10-19,2027-12-31,ACTIVE,CORK,NO,5,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000007,URBAN
SPSV_00035,LIMOUSINE,2022-10-01,2025-09-30,LAPSED,DÚN LAOGHAIRE-RATHDOWN,NO,3,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000011,URBAN
SPSV_00036,HACKNEY,2021-08-12,2027-12-31,ACTIVE,MAYO,NO,10,1970-01-01 00:00:00.000002016,1970-01-01 00:00:00.000000007,REGIONAL
SPSV_00037,TAXI,2016-08-23,2018-08-23,LAPSED,WATERFORD,YES,1,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000007,URBAN
SPSV_00038,TAXI,2019-03-06,2024-03-04,LAPSED,CAVAN,NO,6,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000009,REGIONAL
SPSV_00039,HACKNEY,2022-06-24,2026-06-23,EXPIRING,LIMERICK,NO,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000011,URBAN
SPSV_00040,TAXI,2017-08-30,2021-08-29,LAPSED,KILKENNY,YES,8,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000016,REGIONAL
SPSV_00041,TAXI,2024-01-01,2027-12-31,ACTIVE,CLARE,NO,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000004,REGIONAL
SPSV_00042,TAXI,2025-02-13,2027-12-31,ACTIVE,KERRY,NO,7,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000010,REGIONAL
SPSV_00043,TAXI,2021-09-03,2026-09-02,ACTIVE,SLIGO,YES,4,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000005,REGIONAL
SPSV_00044,HACKNEY,2019-05-16,2024-05-14,LAPSED,WESTMEATH,NO,7,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000007,REGIONAL
SPSV_00045,TAXI,2020-06-22,2023-06-22,LAPSED,DUBLIN CITY,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000011,URBAN
SPSV_00046,TAXI,2019-11-25,2025-11-23,LAPSED,GALWAY,NO,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000008,URBAN
SPSV_00047,TAXI,2020-01-13,2023-01-12,LAPSED,OFFALY,NO,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000004,REGIONAL
SPSV_00048,TAXI,2017-07-19,2022-07-18,LAPSED,KERRY,NO,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000008,REGIONAL
SPSV_00049,TAXI,2018-08-18,2020-08-17,LAPSED,MEATH,YES,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000009,REGIONAL
SPSV_00050,TAXI,2024-08-05,2026-08-05,ACTIVE,WESTMEATH,NO,8,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000000011,REGIONAL
SPSV_00051,LIMOUSINE,2023-07-05,2026-07-04,EXPIRING,LOUTH,NO,6,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000013,REGIONAL
SPSV_00052,HACKNEY,2017-01-06,2022-01-05,LAPSED,FINGAL,NO,15,1970-01-01 00:00:00.000002011,1970-01-01 00:00:00.000000016,URBAN
SPSV_00053,HACKNEY,2024-04-09,2027-12-31,ACTIVE,CORK,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000008,URBAN
SPSV_00054,HACKNEY,2019-04-28,2023-04-27,LAPSED,WEXFORD,YES,9,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000000002,REGIONAL
SPSV_00055,TAXI,2017-06-08,2019-06-08,LAPSED,LOUTH,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000009,REGIONAL
SPSV_00056,HACKNEY,2024-05-02,2027-12-31,ACTIVE,CLARE,YES,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000001,REGIONAL
SPSV_00057,TAXI,2016-11-28,2021-11-27,LAPSED,TIPPERARY,YES,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000017,REGIONAL
SPSV_00058,TAXI,2020-07-13,2025-07-12,LAPSED,LAOIS,NO,7,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000005,REGIONAL
SPSV_00059,TAXI,2024-07-14,2026-07-14,ACTIVE,WATERFORD,YES,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000012,URBAN
SPSV_00060,TAXI,2019-08-22,2020-08-21,LAPSED,FINGAL,NO,11,1970-01-01 00:00:00.000002014,1970-01-01 00:00:00.000000009,URBAN
SPSV_00061,TAXI,2023-07-02,2027-12-31,ACTIVE,WEXFORD,YES,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000009,REGIONAL
SPSV_00062,TAXI,2023-12-01,2025-11-30,LAPSED,LIMERICK,YES,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000000,URBAN
SPSV_00063,HACKNEY,2017-08-11,2019-08-11,LAPSED,TIPPERARY,NO,5,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000004,REGIONAL
SPSV_00064,TAXI,2025-06-27,2026-06-27,EXPIRING,MAYO,YES,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000006,REGIONAL
SPSV_00065,TAXI,2023-11-16,2027-11-15,ACTIVE,WESTMEATH,YES,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000006,REGIONAL
SPSV_00066,TAXI,2018-07-03,2022-07-02,LAPSED,CORK,NO,9,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000000008,URBAN
SPSV_00067,TAXI,2022-06-26,2027-06-25,ACTIVE,OFFALY,YES,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000004,REGIONAL
SPSV_00068,HACKNEY,2017-09-29,2020-09-28,LAPSED,KERRY,YES,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000010,REGIONAL
SPSV_00069,TAXI,2016-04-27,2021-04-26,LAPSED,CORK,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000007,URBAN
SPSV_00070,LIMOUSINE,2021-02-26,2023-02-26,LAPSED,KILDARE,NO,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000011,REGIONAL
SPSV_00071,HACKNEY,2020-12-30,2026-12-29,ACTIVE,LAOIS,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000000,REGIONAL
SPSV_00072,TAXI,2024-12-24,2027-12-31,ACTIVE,CLARE,YES,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000011,REGIONAL
SPSV_00073,TAXI,2022-03-13,2027-03-12,ACTIVE,MONAGHAN,YES,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000016,REGIONAL
SPSV_00074,HACKNEY,2021-07-27,2024-07-26,LAPSED,KILKENNY,NO,7,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000007,REGIONAL
SPSV_00075,HACKNEY,2017-08-19,2019-08-19,LAPSED,DÚN LAOGHAIRE-RATHDOWN,NO,3,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000014,URBAN
SPSV_00076,HACKNEY,2022-10-04,2026-10-03,ACTIVE,CAVAN,YES,13,1970-01-01 00:00:00.000002013,1970-01-01 00:00:00.000000007,REGIONAL
SPSV_00077,HACKNEY,2023-03-10,2027-12-31,ACTIVE,WICKLOW,NO,9,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000000005,REGIONAL
SPSV_00078,TAXI,2024-08-03,2026-08-03,ACTIVE,GALWAY,YES,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000009,URBAN
SPSV_00079,TAXI,2022-07-01,2027-12-31,ACTIVE,DÚN LAOGHAIRE-RATHDOWN,YES,3,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000015,URBAN
SPSV_00080,TAXI,2018-06-14,2025-06-12,LAPSED,FINGAL,NO,6,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000015,URBAN
SPSV_00081,HACKNEY,2023-06-07,2027-06-06,ACTIVE,DONEGAL,YES,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000000,REGIONAL
SPSV_00082,TAXI,2020-04-07,2027-04-06,ACTIVE,TIPPERARY,NO,1,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000002,REGIONAL
SPSV_00083,TAXI,2023-05-15,2026-05-14,EXPIRING,FINGAL,YES,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000007,URBAN
SPSV_00084,TAXI,2020-06-28,2021-06-28,LAPSED,KERRY,NO,11,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000000004,REGIONAL
SPSV_00085,TAXI,2016-01-08,2017-01-07,LAPSED,CORK,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000009,URBAN
SPSV_00086,TAXI,2016-09-23,2021-09-22,LAPSED,KERRY,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000007,REGIONAL
SPSV_00087,HACKNEY,2016-09-01,2018-09-01,LAPSED,WESTMEATH,YES,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000005,REGIONAL
SPSV_00088,TAXI,2018-07-20,2025-07-18,LAPSED,SLIGO,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000017,REGIONAL
SPSV_00089,HACKNEY,2016-05-28,2018-05-28,LAPSED,FINGAL,NO,1,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000011,URBAN
SPSV_00090,TAXI,2024-06-06,2027-06-06,ACTIVE,TIPPERARY,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000011,REGIONAL
SPSV_00091,TAXI,2021-09-15,2027-09-14,ACTIVE,KERRY,NO,7,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000003,REGIONAL
SPSV_00092,HACKNEY,2020-12-17,2023-12-17,LAPSED,LOUTH,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000007,REGIONAL
SPSV_00093,HACKNEY,2019-09-19,2022-09-18,LAPSED,OFFALY,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000007,REGIONAL
SPSV_00094,TAXI,2023-03-06,2027-12-31,ACTIVE,DÚN LAOGHAIRE-RATHDOWN,YES,3,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000008,URBAN
SPSV_00095,HACKNEY,2022-10-19,2025-10-18,LAPSED,CORK,NO,6,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000005,URBAN
SPSV_00096,TAXI,2017-01-26,2020-01-26,LAPSED,KILDARE,NO,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000012,REGIONAL
SPSV_00097,TAXI,2022-02-22,2025-02-21,LAPSED,WEXFORD,YES,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000014,REGIONAL
SPSV_00098,TAXI,2022-06-20,2026-06-19,EXPIRING,CORK,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000011,URBAN
SPSV_00099,TAXI,2024-07-23,2027-12-31,ACTIVE,MONAGHAN,NO,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000007,REGIONAL
SPSV_00100,TAXI,2025-05-11,2027-12-31,ACTIVE,DUBLIN CITY,NO,7,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000005,URBAN
SPSV_00101,TAXI,2016-02-14,2019-02-13,LAPSED,MONAGHAN,YES,9,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000000013,REGIONAL
SPSV_00102,TAXI,2017-09-08,2021-09-07,LAPSED,CLARE,NO,15,1970-01-01 00:00:00.000002009,1970-01-01 00:00:00.000000009,REGIONAL
SPSV_00103,TAXI,2022-05-11,2026-05-10,EXPIRING,CORK,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000010,URBAN
SPSV_00104,TAXI,2018-06-26,2025-06-24,LAPSED,WATERFORD,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000009,URBAN
SPSV_00105,HACKNEY,2021-06-07,2024-06-06,LAPSED,WESTMEATH,NO,3,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000004,REGIONAL
SPSV_00106,TAXI,2019-12-01,2023-11-30,LAPSED,NAN,NO,1,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000015,REGIONAL
SPSV_00107,TAXI,2024-12-01,2027-12-31,ACTIVE,MAYO,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000020,REGIONAL
SPSV_00108,HACKNEY,2017-05-02,2024-04-30,LAPSED,GALWAY,NO,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000005,URBAN
SPSV_00109,TAXI,2019-12-24,2021-12-23,LAPSED,WATERFORD,YES,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000007,URBAN
SPSV_00110,TAXI,2018-04-04,2021-04-03,LAPSED,FINGAL,YES,9,1970-01-01 00:00:00.000002016,1970-01-01 00:00:00.000000006,URBAN
SPSV_00111,TAXI,2024-10-18,2027-10-18,ACTIVE,KILKENNY,YES,3,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000004,REGIONAL
SPSV_00112,TAXI,2018-04-06,2019-04-06,LAPSED,WEXFORD,NO,1,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000010,REGIONAL
SPSV_00113,HACKNEY,2020-09-15,2025-09-14,LAPSED,CORK,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000005,URBAN
SPSV_00114,HACKNEY,2018-05-05,2023-05-04,LAPSED,CORK,NO,1,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000003,URBAN
SPSV_00115,TAXI,2020-10-16,2025-10-15,LAPSED,MONAGHAN,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000010,REGIONAL
SPSV_00116,HACKNEY,2016-10-13,2018-10-13,LAPSED,KILKENNY,NO,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000003,REGIONAL
SPSV_00117,HACKNEY,2024-03-10,2026-03-10,EXPIRING,SOUTH DUBLIN,NO,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000004,URBAN
SPSV_00118,TAXI,2021-06-13,2024-06-12,LAPSED,MAYO,NO,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000004,REGIONAL
SPSV_00119,HACKNEY,2017-01-21,2020-01-21,LAPSED,MAYO,YES,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000010,REGIONAL
SPSV_00120,TAXI,2018-01-26,2024-01-25,LAPSED,MAYO,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000008,REGIONAL
SPSV_00121,HACKNEY,2020-05-05,2022-05-05,LAPSED,LIMERICK,YES,9,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000000000,URBAN
SPSV_00122,HACKNEY,2022-02-02,2023-02-02,LAPSED,TIPPERARY,NO,1,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000009,REGIONAL
SPSV_00123,TAXI,2025-04-05,2027-12-31,ACTIVE,CAVAN,NO,8,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000000003,REGIONAL
SPSV_00124,TAXI,2022-10-03,2026-10-02,ACTIVE,WESTMEATH,NO,8,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000015,REGIONAL
SPSV_00125,TAXI,2022-01-03,2026-01-02,LAPSED,DUBLIN CITY,YES,3,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000000,URBAN
SPSV_00126,TAXI,2023-08-26,2027-12-31,ACTIVE,DÚN LAOGHAIRE-RATHDOWN,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000009,URBAN
SPSV_00127,HACKNEY,2022-05-21,2024-05-20,LAPSED,MONAGHAN,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000011,REGIONAL
SPSV_00128,HACKNEY,2021-02-22,2026-02-21,EXPIRING,NAN,NO,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000001,REGIONAL
SPSV_00129,TAXI,2022-06-10,2025-06-09,LAPSED,WATERFORD,YES,3,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000006,URBAN
SPSV_00130,TAXI,2021-05-22,2024-05-21,LAPSED,DUBLIN CITY,NO,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000008,URBAN
SPSV_00131,TAXI,2022-04-25,2027-12-31,ACTIVE,LIMERICK,YES,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000007,URBAN
SPSV_00132,TAXI,2024-09-10,2027-09-10,ACTIVE,LIMERICK,NO,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000010,URBAN
SPSV_00133,TAXI,2025-03-03,2027-12-31,ACTIVE,WATERFORD,NO,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000008,URBAN
SPSV_00134,TAXI,2018-01-30,2021-01-29,LAPSED,KILKENNY,NO,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000011,REGIONAL
SPSV_00135,HACKNEY,2024-01-22,2027-12-31,ACTIVE,SLIGO,NO,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000009,REGIONAL
SPSV_00136,TAXI,2018-01-02,2024-01-01,LAPSED,KILDARE,NO,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000008,REGIONAL
SPSV_00137,TAXI,2016-03-29,2022-03-28,LAPSED,KERRY,NO,8,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000006,REGIONAL
SPSV_00138,HACKNEY,2020-04-01,2026-03-31,EXPIRING,WEXFORD,NO,14,1970-01-01 00:00:00.000002010,1970-01-01 00:00:00.000000009,REGIONAL
SPSV_00139,TAXI,2018-03-07,2023-03-06,LAPSED,SLIGO,YES,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000016,REGIONAL
SPSV_00140,LIMOUSINE,2020-06-19,2023-06-19,LAPSED,KILDARE,YES,6,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000007,REGIONAL
SPSV_00141,LIMOUSINE,2016-04-08,2021-04-07,LAPSED,GALWAY,NO,3,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000001,URBAN
SPSV_00142,TAXI,2017-06-08,2022-06-07,LAPSED,WEXFORD,NO,5,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000013,REGIONAL
SPSV_00143,TAXI,2023-11-28,2024-11-27,LAPSED,TIPPERARY,YES,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000018,REGIONAL
SPSV_00144,TAXI,2018-08-06,2022-08-05,LAPSED,LOUTH,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000010,REGIONAL
SPSV_00145,TAXI,2023-11-01,2027-12-31,ACTIVE,FINGAL,NO,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000017,URBAN
SPSV_00146,TAXI,2016-02-25,2020-02-24,LAPSED,SOUTH DUBLIN,NO,4,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000008,URBAN
SPSV_00147,TAXI,2020-10-16,2023-10-16,LAPSED,TIPPERARY,NO,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000022,REGIONAL
SPSV_00148,TAXI,2018-03-23,2024-03-21,LAPSED,DUBLIN CITY,YES,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000000,URBAN
SPSV_00149,TAXI,2023-01-30,2025-01-29,LAPSED,KILDARE,YES,6,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000007,REGIONAL
SPSV_00150,TAXI,2020-04-10,2023-04-10,LAPSED,DÚN LAOGHAIRE-RATHDOWN,YES,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000010,URBAN
SPSV_00151,HACKNEY,2020-11-04,2025-11-03,LAPSED,WATERFORD,YES,9,1970-01-01 00:00:00.000002016,1970-01-01 00:00:00.000000004,URBAN
SPSV_00152,TAXI,2016-08-28,2020-08-27,LAPSED,CORK,NO,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000013,URBAN
SPSV_00153,TAXI,2021-01-30,2026-01-29,EXPIRING,LOUTH,NO,6,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000010,REGIONAL
SPSV_00154,TAXI,2019-03-23,2021-03-22,LAPSED,WESTMEATH,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000006,REGIONAL
SPSV_00155,LIMOUSINE,2025-02-10,2027-12-31,ACTIVE,LAOIS,NO,6,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000010,REGIONAL
SPSV_00156,TAXI,2019-04-20,2021-04-19,LAPSED,LAOIS,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000008,REGIONAL
SPSV_00157,TAXI,2018-12-07,2025-12-05,LAPSED,CORK,NO,5,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000011,URBAN
SPSV_00158,HACKNEY,2016-11-08,2020-11-07,LAPSED,KILDARE,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000006,REGIONAL
SPSV_00159,TAXI,2025-01-04,2027-12-31,ACTIVE,MEATH,NO,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000000,REGIONAL
