Licence_ID,Licence_Type,Issue_Date,Expiry_Date,Status,County,Wheelchair_Accessible,Vehicle_Age,Vehicle_Plate_Year,Driver_Experience_Years,Fleet_Segment,Is_Wheelchair_Accessible,Vehicle_Age_Band,Licence_Duration_Days,Days_To_Expiry,Is_Expiring_90_Days,Complaints,Escalations,Avg_Days_To_Resolution,Inspections,Failures,Follow_Ups,Failure_Rate,Enforcement_Actions
SPSV_00011,TAXI,2020-10-23,2027-10-22,ACTIVE,FINGAL,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000003,URBAN,0,0-2,2555,-70,0,7.0,2.0,14.714285714285714,8.0,1.0,1.0,0.125,2.0
SPSV_00012,LIMOUSINE,2017-05-28,2020-05-27,LAPSED,LAOIS,NO,4,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000003,REGIONAL,0,3-5,1095,-2774,0,3.0,0.0,11.666666666666666,5.0,1.0,1.0,0.2,0.0
SPSV_00013,HACKNEY,2018-02-11,2023-02-10,LAPSED,LIMERICK,NO,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000007,URBAN,0,0-2,1825,-1785,0,6.0,0.0,13.333333333333334,2.0,0.0,0.0,0.0,1.0
SPSV_00014,TAXI,2020-12-18,2025-12-17,LAPSED,MEATH,NO,8,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000000007,REGIONAL,0,6-10,1825,-744,0,2.0,0.0,15.5,6.0,2.0,2.0,0.3333333333333333,1.0
SPSV_00015,TAXI,2018-06-17,2020-06-16,LAPSED,LIMERICK,YES,6,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000000,URBAN,1,6-10,730,-2754,0,1.0,0.0,14.0,5.0,2.0,3.0,0.4,0.0
SPSV_00016,TAXI,2021-08-24,2023-08-24,LAPSED,KILKENNY,NO,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000011,REGIONAL,0,0-2,730,-1590,0,3.0,0.0,16.0,3.0,2.0,2.0,0.6666666666666666,2.0
SPSV_00017,TAXI,2024-02-17,2027-12-31,ACTIVE,CLARE,NO,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000000,REGIONAL,0,0-2,1413,0,1,2.0,0.0,9.0,4.0,1.0,1.0,0.25,0.0
SPSV_00018,TAXI,2023-04-18,2027-04-17,ACTIVE,WEXFORD,NO,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000000,REGIONAL,0,3-5,1460,-258,0,5.0,1.0,14.0,6.0,1.0,0.0,0.16666666666666666,0.0
SPSV_00019,TAXI,2021-09-15,2026-09-14,ACTIVE,TIPPERARY,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000013,REGIONAL,0,0-2,1825,-473,0,4.0,0.0,22.0,5.0,0.0,0.0,0.0,2.0
SPSV_00020,TAXI,2024-03-21,2026-03-21,EXPIRING,KILDARE,YES,14,1970-01-01 00:00:00.000002012,1970-01-01 00:00:00.000000002,REGIONAL,1,11+,730,-650,0,5.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0
SPSV_00021,TAXI,2023-08-29,2027-12-31,ACTIVE,MAYO,NO,6,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000009,REGIONAL,0,6-10,1585,0,1,1.0,1.0,14.0,6.0,1.0,1.0,0.16666666666666666,0.0
SPSV_00022,TAXI,2018-01-19,2019-01-19,LAPSED,KILKENNY,YES,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000005,REGIONAL,1,0-2,365,-3268,0,2.0,0.0,14.0,5.0,2.0,2.0,0.4,2.0
SPSV_00023,TAXI,2023-07-05,2027-12-31,ACTIVE,KILDARE,NO,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000002,REGIONAL,0,0-2,1640,0,1,3.0,0.0,18.666666666666668,8.0,1.0,0.0,0.125,0.0
SPSV_00024,TAXI,2025-03-27,2027-12-31,ACTIVE,TIPPERARY,YES,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000002,REGIONAL,1,3-5,1009,0,1,2.0,0.0,27.5,5.0,2.0,0.0,0.4,1.0
SPSV_00025,TAXI,2019-10-03,2021-10-02,LAPSED,KILDARE,NO,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000009,REGIONAL,0,3-5,730,-2281,0,4.0,1.0,12.5,3.0,1.0,1.0,0.3333333333333333,0.0
SPSV_00026,HACKNEY,2017-03-18,2019-03-18,LAPSED,MONAGHAN,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000003,REGIONAL,0,3-5,730,-3210,0,2.0,1.0,9.0,5.0,1.0,1.0,0.2,0.0
SPSV_00027,TAXI,2020-05-20,2026-05-19,EXPIRING,SOUTH DUBLIN,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000013,URBAN,0,0-2,2190,-591,0,2.0,1.0,24.0,3.0,0.0,0.0,0.0,0.0
SPSV_00028,TAXI,2023-03-11,2027-12-31,ACTIVE,TIPPERARY,NO,5,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000000,REGIONAL,0,3-5,1756,0,1,3.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0
SPSV_00029,TAXI,2021-09-13,2024-09-12,LAPSED,KILKENNY,NO,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000015,REGIONAL,0,0-2,1095,-1205,0,2.0,0.0,25.0,1.0,1.0,1.0,1.0,1.0
SPSV_00030,TAXI,2023-03-08,2027-03-07,ACTIVE,DONEGAL,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000000,REGIONAL,0,0-2,1460,-299,0,1.0,0.0,14.0,9.0,3.0,3.0,0.3333333333333333,2.0
SPSV_00031,TAXI,2024-05-18,2027-12-31,ACTIVE,NAN,NO,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000009,URBAN,0,0-2,1322,0,1,2.0,0.0,25.5,4.0,0.0,0.0,0.0,1.0
SPSV_00032,TAXI,2020-06-02,2022-06-02,LAPSED,WICKLOW,NO,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000002,REGIONAL,0,3-5,730,-2038,0,3.0,0.0,17.666666666666668,6.0,0.0,0.0,0.0,0.0
SPSV_00033,TAXI,2024-10-07,2027-12-31,ACTIVE,LAOIS,YES,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000000,REGIONAL,1,0-2,1180,0,1,0.0,0.0,,7.0,3.0,3.0,0.42857142857142855,1.0
SPSV_00034,HACKNEY,2023-10-19,2027-12-31,ACTIVE,CORK,NO,5,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000007,URBAN,0,3-5,1534,0,1,2.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0
SPSV_00035,LIMOUSINE,2022-10-01,2025-09-30,LAPSED,DÚN LAOGHAIRE-RATHDOWN,NO,3,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000011,URBAN,0,3-5,1095,-822,0,2.0,0.0,14.0,6.0,1.0,1.0,0.16666666666666666,0.0
SPSV_00036,HACKNEY,2021-08-12,2027-12-31,ACTIVE,MAYO,NO,10,1970-01-01 00:00:00.000002016,1970-01-01 00:00:00.000000007,REGIONAL,0,6-10,2332,0,1,1.0,1.0,14.0,3.0,2.0,2.0,0.6666666666666666,0.0
SPSV_00037,TAXI,2016-08-23,2018-08-23,LAPSED,WATERFORD,YES,1,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000007,URBAN,1,0-2,730,-3417,0,4.0,2.0,15.25,2.0,0.0,0.0,0.0,1.0
SPSV_00038,TAXI,2019-03-06,2024-03-04,LAPSED,CAVAN,NO,6,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000009,REGIONAL,0,6-10,1825,-1397,0,4.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0
SPSV_00039,HACKNEY,2022-06-24,2026-06-23,EXPIRING,LIMERICK,NO,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000011,URBAN,0,0-2,1460,-556,0,3.0,1.0,13.666666666666666,4.0,0.0,0.0,0.0,0.0
SPSV_00040,TAXI,2017-08-30,2021-08-29,LAPSED,KILKENNY,YES,8,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000016,REGIONAL,1,6-10,1460,-2315,0,2.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0
SPSV_00041,TAXI,2024-01-01,2027-12-31,ACTIVE,CLARE,NO,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000004,REGIONAL,0,0-2,1460,0,1,4.0,2.0,17.0,3.0,0.0,0.0,0.0,0.0
SPSV_00042,TAXI,2025-02-13,2027-12-31,ACTIVE,KERRY,NO,7,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000010,REGIONAL,0,6-10,1051,0,1,5.0,0.0,13.4,1.0,0.0,0.0,0.0,0.0
SPSV_00043,TAXI,2021-09-03,2026-09-02,ACTIVE,SLIGO,YES,4,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000005,REGIONAL,1,3-5,1825,-485,0,5.0,1.0,19.0,1.0,0.0,0.0,0.0,1.0
SPSV_00044,HACKNEY,2019-05-16,2024-05-14,LAPSED,WESTMEATH,NO,7,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000007,REGIONAL,0,6-10,1825,-1326,0,0.0,0.0,,2.0,0.0,0.0,0.0,1.0
SPSV_00045,TAXI,2020-06-22,2023-06-22,LAPSED,DUBLIN CITY,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000011,URBAN,0,0-2,1095,-1653,0,4.0,0.0,13.75,2.0,0.0,0.0,0.0,1.0
SPSV_00046,TAXI,2019-11-25,2025-11-23,LAPSED,GALWAY,NO,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000008,URBAN,0,3-5,2190,-768,0,5.0,2.0,19.6,4.0,0.0,0.0,0.0,2.0
SPSV_00047,TAXI,2020-01-13,2023-01-12,LAPSED,OFFALY,NO,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000004,REGIONAL,0,0-2,1095,-1814,0,2.0,0.0,10.5,6.0,0.0,0.0,0.0,0.0
SPSV_00048,TAXI,2017-07-19,2022-07-18,LAPSED,KERRY,NO,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000008,REGIONAL,0,0-2,1825,-1992,0,4.0,2.0,15.25,8.0,1.0,1.0,0.125,0.0
SPSV_00049,TAXI,2018-08-18,2020-08-17,LAPSED,MEATH,YES,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000009,REGIONAL,1,0-2,730,-2692,0,2.0,1.0,16.0,5.0,0.0,0.0,0.0,1.0
SPSV_00050,TAXI,2024-08-05,2026-08-05,ACTIVE,WESTMEATH,NO,8,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000000011,REGIONAL,0,6-10,730,-513,0,1.0,0.0,12.0,4.0,3.0,2.0,0.75,1.0
SPSV_00051,LIMOUSINE,2023-07-05,2026-07-04,EXPIRING,LOUTH,NO,6,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000013,REGIONAL,0,6-10,1095,-545,0,4.0,0.0,12.5,3.0,1.0,1.0,0.3333333333333333,2.0
SPSV_00052,HACKNEY,2017-01-06,2022-01-05,LAPSED,FINGAL,NO,15,1970-01-01 00:00:00.000002011,1970-01-01 00:00:00.000000016,URBAN,0,11+,1825,-2186,0,2.0,1.0,13.0,4.0,2.0,0.0,0.5,1.0
SPSV_00053,HACKNEY,2024-04-09,2027-12-31,ACTIVE,CORK,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000008,URBAN,0,3-5,1361,0,1,0.0,0.0,,5.0,1.0,1.0,0.2,0.0
SPSV_00054,HACKNEY,2019-04-28,2023-04-27,LAPSED,WEXFORD,YES,9,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000000002,REGIONAL,1,6-10,1460,-1709,0,6.0,1.0,12.833333333333334,2.0,0.0,0.0,0.0,0.0
SPSV_00055,TAXI,2017-06-08,2019-06-08,LAPSED,LOUTH,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000009,REGIONAL,0,3-5,730,-3128,0,3.0,0.0,7.666666666666667,3.0,0.0,0.0,0.0,0.0
SPSV_00056,HACKNEY,2024-05-02,2027-12-31,ACTIVE,CLARE,YES,0,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000001,REGIONAL,1,0-2,1338,0,1,3.0,1.0,16.666666666666668,6.0,0.0,0.0,0.0,0.0
SPSV_00057,TAXI,2016-11-28,2021-11-27,LAPSED,TIPPERARY,YES,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000017,REGIONAL,1,0-2,1825,-2225,0,2.0,0.0,23.5,1.0,0.0,0.0,0.0,1.0
SPSV_00058,TAXI,2020-07-13,2025-07-12,LAPSED,LAOIS,NO,7,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000005,REGIONAL,0,6-10,1825,-902,0,3.0,1.0,20.0,5.0,0.0,0.0,0.0,0.0
SPSV_00059,TAXI,2024-07-14,2026-07-14,ACTIVE,WATERFORD,YES,4,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000012,URBAN,1,3-5,730,-535,0,6.0,1.0,16.0,4.0,0.0,0.0,0.0,2.0
SPSV_00060,TAXI,2019-08-22,2020-08-21,LAPSED,FINGAL,NO,11,1970-01-01 00:00:00.000002014,1970-01-01 00:00:00.000000009,URBAN,0,11+,365,-2688,0,1.0,0.0,10.0,4.0,1.0,1.0,0.25,2.0
SPSV_00061,TAXI,2023-07-02,2027-12-31,ACTIVE,WEXFORD,YES,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000009,REGIONAL,1,3-5,1643,0,1,3.0,0.0,10.666666666666666,4.0,1.0,1.0,0.25,0.0
SPSV_00062,TAXI,2023-12-01,2025-11-30,LAPSED,LIMERICK,YES,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000000,URBAN,1,0-2,730,-761,0,3.0,0.0,23.666666666666668,4.0,0.0,0.0,0.0,0.0
SPSV_00063,HACKNEY,2017-08-11,2019-08-11,LAPSED,TIPPERARY,NO,5,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000004,REGIONAL,0,3-5,730,-3064,0,2.0,0.0,9.0,2.0,1.0,1.0,0.5,0.0
SPSV_00064,TAXI,2025-06-27,2026-06-27,EXPIRING,MAYO,YES,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000006,REGIONAL,1,0-2,365,-552,0,5.0,1.0,21.0,4.0,1.0,1.0,0.25,1.0
SPSV_00065,TAXI,2023-11-16,2027-11-15,ACTIVE,WESTMEATH,YES,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000006,REGIONAL,1,0-2,1460,-46,0,4.0,1.0,10.75,0.0,0.0,0.0,,0.0
SPSV_00066,TAXI,2018-07-03,2022-07-02,LAPSED,CORK,NO,9,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000000008,URBAN,0,6-10,1460,-2008,0,3.0,2.0,14.0,2.0,1.0,1.0,0.5,1.0
SPSV_00067,TAXI,2022-06-26,2027-06-25,ACTIVE,OFFALY,YES,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000004,REGIONAL,1,0-2,1825,-189,0,3.0,0.0,36.0,3.0,0.0,0.0,0.0,1.0
SPSV_00068,HACKNEY,2017-09-29,2020-09-28,LAPSED,KERRY,YES,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000010,REGIONAL,1,0-2,1095,-2650,0,5.0,1.0,12.2,3.0,0.0,0.0,0.0,0.0
SPSV_00069,TAXI,2016-04-27,2021-04-26,LAPSED,CORK,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000007,URBAN,0,3-5,1825,-2440,0,2.0,0.0,28.5,4.0,1.0,1.0,0.25,1.0
SPSV_00070,LIMOUSINE,2021-02-26,2023-02-26,LAPSED,KILDARE,NO,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000011,REGIONAL,0,0-2,730,-1769,0,3.0,2.0,12.666666666666666,5.0,0.0,0.0,0.0,1.0
SPSV_00071,HACKNEY,2020-12-30,2026-12-29,ACTIVE,LAOIS,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000000,REGIONAL,0,0-2,2190,-367,0,1.0,1.0,14.0,3.0,0.0,0.0,0.0,0.0
SPSV_00072,TAXI,2024-12-24,2027-12-31,ACTIVE,CLARE,YES,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000011,REGIONAL,1,3-5,1102,0,1,2.0,1.0,12.0,5.0,1.0,1.0,0.2,3.0
SPSV_00073,TAXI,2022-03-13,2027-03-12,ACTIVE,MONAGHAN,YES,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000016,REGIONAL,1,0-2,1825,-294,0,4.0,0.0,12.5,3.0,2.0,2.0,0.6666666666666666,3.0
SPSV_00074,HACKNEY,2021-07-27,2024-07-26,LAPSED,KILKENNY,NO,7,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000007,REGIONAL,0,6-10,1095,-1253,0,4.0,0.0,13.0,7.0,5.0,5.0,0.7142857142857143,2.0
SPSV_00075,HACKNEY,2017-08-19,2019-08-19,LAPSED,DÚN LAOGHAIRE-RATHDOWN,NO,3,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000014,URBAN,0,3-5,730,-3056,0,2.0,0.0,14.0,2.0,1.0,1.0,0.5,1.0
SPSV_00076,HACKNEY,2022-10-04,2026-10-03,ACTIVE,CAVAN,YES,13,1970-01-01 00:00:00.000002013,1970-01-01 00:00:00.000000007,REGIONAL,1,11+,1460,-454,0,2.0,0.0,13.0,6.0,2.0,1.0,0.3333333333333333,2.0
SPSV_00077,HACKNEY,2023-03-10,2027-12-31,ACTIVE,WICKLOW,NO,9,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000000005,REGIONAL,0,6-10,1757,0,1,3.0,0.0,20.333333333333332,3.0,0.0,0.0,0.0,1.0
SPSV_00078,TAXI,2024-08-03,2026-08-03,ACTIVE,GALWAY,YES,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000009,URBAN,1,0-2,730,-515,0,3.0,1.0,14.666666666666666,2.0,0.0,0.0,0.0,1.0
SPSV_00079,TAXI,2022-07-01,2027-12-31,ACTIVE,DÚN LAOGHAIRE-RATHDOWN,YES,3,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000015,URBAN,1,3-5,2009,0,1,3.0,1.0,16.666666666666668,6.0,1.0,0.0,0.16666666666666666,1.0
SPSV_00080,TAXI,2018-06-14,2025-06-12,LAPSED,FINGAL,NO,6,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000015,URBAN,0,6-10,2555,-932,0,1.0,0.0,8.0,6.0,1.0,1.0,0.16666666666666666,0.0
SPSV_00081,HACKNEY,2023-06-07,2027-06-06,ACTIVE,DONEGAL,YES,0,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000000,REGIONAL,1,0-2,1460,-208,0,1.0,0.0,35.0,4.0,1.0,1.0,0.25,2.0
SPSV_00082,TAXI,2020-04-07,2027-04-06,ACTIVE,TIPPERARY,NO,1,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000002,REGIONAL,0,0-2,2555,-269,0,1.0,0.0,10.0,4.0,1.0,1.0,0.25,1.0
SPSV_00083,TAXI,2023-05-15,2026-05-14,EXPIRING,FINGAL,YES,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000007,URBAN,1,0-2,1095,-596,0,5.0,1.0,17.8,9.0,2.0,1.0,0.2222222222222222,1.0
SPSV_00084,TAXI,2020-06-28,2021-06-28,LAPSED,KERRY,NO,11,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000000004,REGIONAL,0,11+,365,-2377,0,1.0,0.0,21.0,3.0,1.0,1.0,0.3333333333333333,0.0
SPSV_00085,TAXI,2016-01-08,2017-01-07,LAPSED,CORK,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000009,URBAN,0,0-2,365,-4010,0,3.0,0.0,22.666666666666668,5.0,1.0,0.0,0.2,0.0
SPSV_00086,TAXI,2016-09-23,2021-09-22,LAPSED,KERRY,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000007,REGIONAL,0,0-2,1825,-2291,0,4.0,1.0,12.25,3.0,0.0,0.0,0.0,1.0
SPSV_00087,HACKNEY,2016-09-01,2018-09-01,LAPSED,WESTMEATH,YES,1,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000005,REGIONAL,1,0-2,730,-3408,0,3.0,2.0,16.0,7.0,2.0,2.0,0.2857142857142857,1.0
SPSV_00088,TAXI,2018-07-20,2025-07-18,LAPSED,SLIGO,NO,2,1970-01-01 00:00:00.000002024,1970-01-01 00:00:00.000000017,REGIONAL,0,0-2,2555,-896,0,2.0,0.0,4.5,3.0,0.0,0.0,0.0,0.0
SPSV_00089,HACKNEY,2016-05-28,2018-05-28,LAPSED,FINGAL,NO,1,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000011,URBAN,0,0-2,730,-3504,0,3.0,0.0,13.0,3.0,2.0,0.0,0.6666666666666666,1.0
SPSV_00090,TAXI,2024-06-06,2027-06-06,ACTIVE,TIPPERARY,NO,2,1970-01-01 00:00:00.000002023,1970-01-01 00:00:00.000000011,REGIONAL,0,0-2,1095,-208,0,4.0,1.0,14.5,1.0,1.0,0.0,1.0,1.0
SPSV_00091,TAXI,2021-09-15,2027-09-14,ACTIVE,KERRY,NO,7,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000000003,REGIONAL,0,6-10,2190,-108,0,1.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0
SPSV_00092,HACKNEY,2020-12-17,2023-12-17,LAPSED,LOUTH,NO,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000007,REGIONAL,0,3-5,1095,-1475,0,1.0,0.0,23.0,5.0,0.0,0.0,0.0,0.0
SPSV_00093,HACKNEY,2019-09-19,2022-09-18,LAPSED,OFFALY,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000007,REGIONAL,0,0-2,1095,-1930,0,1.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0
SPSV_00094,TAXI,2023-03-06,2027-12-31,ACTIVE,DÚN LAOGHAIRE-RATHDOWN,YES,3,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000000008,URBAN,1,3-5,1761,0,1,2.0,0.0,11.0,7.0,1.0,1.0,0.14285714285714285,1.0
SPSV_00095,HACKNEY,2022-10-19,2025-10-18,LAPSED,CORK,NO,6,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000005,URBAN,0,6-10,1095,-804,0,2.0,0.0,26.5,3.0,1.0,1.0,0.3333333333333333,1.0
SPSV_00096,TAXI,2017-01-26,2020-01-26,LAPSED,KILDARE,NO,4,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000000012,REGIONAL,0,3-5,1095,-2896,0,2.0,0.0,12.0,8.0,1.0,1.0,0.125,1.0
SPSV_00097,TAXI,2022-02-22,2025-02-21,LAPSED,WEXFORD,YES,3,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000014,REGIONAL,1,3-5,1095,-1043,0,2.0,0.0,14.5,3.0,1.0,1.0,0.3333333333333333,0.0
SPSV_00098,TAXI,2022-06-20,2026-06-19,EXPIRING,CORK,NO,2,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000000011,URBAN,0,0-2,1460,-560,0,2.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0
SPSV_00099,TAXI,2024-07-23,2027-12-31,ACTIVE,MONAGHAN,NO,1,1970-01-01 00:00:00.000002025,1970-01-01 00:00:00.000000007,REGIONAL,0,0-2,1256,0,1,2.0,0.0,12.0,2.0,0.0,0.0,0.0,1.0
SPSV_00100,TAXI,2025-05-11,2027-12-31,ACTIVE,DUBLIN CITY,NO,7,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000000005,URBAN,0,6-10,964,0,1,4.0,2.0,14.0,4.0,0.0,0.0,0.0,0.0
SPSV_00101,TAXI,2016-02-14,2019-02-13,LAPSED,MONAGHAN,YES,9,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000000013,REGIONAL,1,6-10,1095,-3243,0,1.0,0.0,12.0,4.0,3.0,3.0,0.75,1.0
